num_pairs,star,name,ra,dec,culture
6,17847,Vespeiro (Eixu),3.819373,24.053415,tupi
5,20205,Queixada da Anta (Tapi'i rainhyka),4.329889,15.627642000000002,tupi
43,78820,Ema (Guira-nhandu),16.09062,-19.805453,tupi
42,60718,Veado,12.443311,-63.09909200000001,tupi
31,109492,Anta do Norte (Tapi'i),22.180908,58.201261,tupi
22,25336,Homem Velho (Tuivae),5.418851,6.349702,tupi
2,25930,Joykexo,5.533445,-0.299092,tupi
