num_pairs,star,name,ra,dec,culture
7,17847,Dilyehe,3.819373,24.053415,navajo
3,85927,Rabbit Tracks,17.560145000000002,-37.103821,navajo
24,80248,First Big One,16.383182,-7.208936,navajo
23,67429,Revolving Male,13.819429,51.483362,navajo
20,22957,First Slim One,4.939521,13.514466,navajo
19,61941,Man with Feet Apart,12.694345,-1.449375,navajo
18,12777,Lizard,2.736634,49.228448,navajo
17,13268,Revolving Female,2.844945,55.895496,navajo
