num_pairs,star,name,ra,dec,culture
9,37826,Citlaltlachtli,7.755277,28.026199,aztec
7,17847,Tianquiztli,3.819373,24.053415,aztec
6,11767,Xonecuilli,2.52975,89.26410899999998,aztec
5,26727,Mamalhuaztli,5.679313,-1.942572,aztec
12,85927,Colotl Ixayac,17.560145000000002,-37.103821,aztec
