star,name,ra,dec,culture,total_culture_names
32349,Steel Star,6.752481,-16.716116,sardinian,5
65378,Twin Stars,13.398747,54.925362,sardinian,5
69673,The Seven Brother's Driver,14.261029999999998,19.18241,sardinian,5
11767,Polar Star,2.52975,89.26410899999998,sardinian,5
21421,The Bunch's Driver,4.598677,16.509301,sardinian,5
