star,name,ra,dec,culture,total_culture_names
78820,SangSang,16.09062,-19.805453,korean,69
78401,ChaSang,16.005557,-22.62171,korean,69
78265,ChaJang,15.980865,-26.114105,korean,69
78104,ChaSang,15.948077,-29.214073,korean,69
97278,UJangGun,19.770994,10.613261,korean,69
97649,DaeJangGun,19.846388,8.868322000000003,korean,69
98036,JwaJangGun,19.921887,6.406763,korean,69
746,WangRang,0.152887,59.14978000000001,korean,69
4427,CheonSa,0.945143,60.71674,korean,69
3821,CheonSa,0.81826,57.815187,korean,69
3179,CheonSa,0.6751159999999999,56.53733100000001,korean,69
2920,CheonSa,0.616188,53.896909,korean,69
21421,CheonGou,4.598677,16.509301,korean,69
28360,SaGong,5.992149,44.947433,korean,69
28380,CheonOk,5.995351,37.212585,korean,69
25428,CheonChang,5.438198000000001,28.60745,korean,69
24608,CheonGou,5.27815,45.997991,korean,69
23015,Gyeong,4.9498940000000005,33.166090000000004,korean,69
27989,JwaJangGun,5.919529,7.407063000000001,korean,69
27366,HuJangGun,5.795941,-9.669605,korean,69
25336,UJangGun,5.418851,6.349702,korean,69
24436,PyeonJangGun,5.242298,-8.20164,korean,69
25930,SamJangGun,5.533445,-0.299092,korean,69
37740,TaeSa,7.740792999999999,24.397993,korean,69
36962,BakSa,7.598708,26.895741,korean,69
36046,SamGong,7.428779,27.79808,korean,69
34693,JaeUu,7.1856589999999985,30.245163,korean,69
33018,JaeSa,6.879816,33.961254,korean,69
49669,YeoJu,10.139532,11.967207,korean,69
49637,YeoEo,10.131742,9.997508,korean,69
47508,TaeMin,9.685842999999998,9.892308,korean,69
51624,SouMin,10.546853,9.306586,korean,69
49583,Buin,10.122209,16.762664,korean,69
50583,WangBi,10.332873,19.841489000000006,korean,69
50335,HuGung,10.278171,23.417311,korean,69
57632,HwangJae,11.817663,14.57206,korean,69
53954,CheoSa,11.038827,20.179842,korean,69
53417,EuiSa,10.92689,24.749718,korean,69
52098,BakSa,10.645337,31.976237,korean,69
51233,DaeBu,10.464727,36.707212,korean,69
44127,SangTae,8.986828,48.041826,korean,69
50372,JungTae,10.284952,42.914365,korean,69
55219,HaTae,11.307983,33.094306,korean,69
75097,TaeJa,15.345482999999998,71.834016,korean,69
72607,JaeWang,14.845104999999998,74.155505,korean,69
70692,SeoJa,14.458758,75.695993,korean,69
60112,HuGung,12.327898,5.545085,korean,69
62572,CheonChu,12.820496,83.412901,korean,69
41704,SangJang,8.504431,60.718169,korean,69
45075,ChaJang,9.181941,63.513633,korean,69
46733,TaeSang,9.525453,63.061861,korean,69
46853,SaJu.DaeRi,9.547715,51.6773,korean,69
54061,Jeong,11.062155,61.75103299999999,korean,69
53910,Beop,11.030677,56.382427,korean,69
58001,Ryeong,11.897168,53.69476,korean,69
59774,Beol,12.257086,57.032617,korean,69
62956,Sal,12.900472,55.959821,korean,69
65378,Wi,13.398747,54.925362,korean,69
67301,Eung,13.792354,49.313265,korean,69
80763,MyeongDang,16.490128,-26.432002,korean,69
81266,SeoJa,16.598043,-28.216016,korean,69
80112,TaeJa,16.353143,-25.592796,korean,69
82396,Hu,16.83608,-34.293232,korean,69
82514,Buin,16.864508999999998,-38.04738,korean,69
82729,Buin,16.909731,-42.361313,korean,69
84143,Buin,17.202551999999994,-43.239189,korean,69
86228,Bin,17.621979999999994,-42.997824,korean,69
5447,DaeJang,1.162194,35.620558,korean,69
9640,DaeJang,2.064984,42.329725,korean,69
