ast_ID,vals,ra,dec
15C,7,"0.8834709999999999, 1.050705, 1.050705, 1.276747, 1.276747, 1.330082, 1.330082, 1.2966540000000002, 1.2966540000000002, 1.1395, 1.1395, 0.85509, 0.85509, 0.8834709999999999","-1.14426, -4.836601, -4.836601, -2.500368, -2.500368, -0.509029, -0.509029, 3.614466, 3.614466, 5.649819, 5.649819, 3.38502, 3.38502, -1.14426"
15D,1,"0.72649, 0.72649","-17.986604999999994, -17.986604999999994"
15E,1,"1.884696, 1.884696","29.578829, 29.578829"
15F,5,"1.158368, 1.185017, 1.185017, 1.565528, 1.565528, 1.7221509999999998, 1.7221509999999998, 1.906584, 1.906584, 1.993892, 1.993892","47.241792, 55.149901, 55.149901, 59.23204000000001, 59.23204000000001, 60.551332, 60.551332, 63.670101, 63.670101, 64.621602, 64.621602"
15G,1,"1.430216, 1.430216","60.235283, 60.235283"
15H,7,"0.945143, 0.81826, 0.81826, 0.6751159999999999, 0.6751159999999999, 0.616188, 0.152887, 0.945143, 0.152887, 0.81826, 0.152887, 0.6751159999999999, 0.152887, 0.616188","60.71674, 57.815187, 57.815187, 56.53733100000001, 56.53733100000001, 53.896909, 59.14978000000001, 60.71674, 59.14978000000001, 57.815187, 59.14978000000001, 56.53733100000001, 59.14978000000001, 53.896909"
15I,1,"0.5499970000000001, 0.5499970000000001","62.931783, 62.931783"
16A,2,"2.119555, 1.910668, 1.910668, 1.89217","23.462423, 20.808035, 20.808035, 19.293852"
16B,5,"2.316097, 2.302094, 2.302094, 2.177109, 2.177109, 2.213355, 2.213355, 2.316097, 2.316097, 2.508986","23.167815, 19.901164, 19.901164, 19.500338, 19.500338, 21.210993, 21.210993, 23.167815, 23.167815, 25.235036"
16C,5,"1.7082700000000002, 1.580296, 1.580296, 1.498017, 1.498017, 1.524725, 1.524725, 1.6613380000000002, 1.6613380000000002, 1.580296","20.268504, 18.460512, 18.460512, 18.355669, 18.355669, 15.345823, 15.345823, 16.405858, 16.405858, 18.460512"
16D,5,"2.000084, 1.734479, 1.734479, 1.857676, 1.857676, 1.40039, 1.40039, 1.1431639999999998, 1.1431639999999998, 0.7365","-21.077831, -15.93748, -15.93748, -10.335038, -10.335038, -8.183257000000001, -8.183257000000001, -10.182264, -10.182264, -10.60955"
16E,2,"2.21513, 2.074844, 2.074844, 2.020759","-30.723825, -29.296819, -29.296819, -30.00183"
16F,11,"1.727675, 1.633205, 1.633205, 1.655835, 1.655835, 1.613299, 1.613299, 1.676337, 1.676337, 1.810808, 1.810808, 1.935927, 1.935927, 2.1590580000000004, 2.1590580000000004, 2.206191, 2.206191, 2.315831, 2.315831, 2.064984, 2.064984, 1.727675","50.688732, 48.628213, 48.628213, 44.38616500000001, 44.38616500000001, 41.405459, 41.405459, 40.577049, 40.577049, 37.95287, 37.95287, 37.25183, 37.25183, 34.987297, 34.987297, 30.303067, 30.303067, 28.642674, 28.642674, 42.329725, 42.329725, 50.688732"
17A,2,"2.724198, 2.79848, 2.79848, 2.833063","27.707146, 29.247118, 29.247118, 27.260507"
17B,13,"2.749039, 2.469317, 2.469317, 2.2166650000000003, 2.2166650000000003, 2.413627, 2.413627, 2.749039, 2.749039, 2.99525, 2.99525, 3.037992, 3.037992, 2.597909, 2.597909, 2.721678, 2.721678, 2.658044, 2.658044, 2.687222, 2.687222, 2.53595, 2.53595, 2.37011, 2.37011, 2.322442","10.114146, 8.460054, 8.460054, 8.846717, 8.846717, 10.610565, 10.610565, 10.114146, 10.114146, 8.907364999999997, 8.907364999999997, 4.089734, 4.089734, 5.593246, 5.593246, 3.235818, 3.235818, 0.328511, 0.328511, -0.695653, -0.695653, -1.0348959999999998, -1.0348959999999998, -0.8848520000000001, -0.8848520000000001, -2.977643"
17C,3,"3.514549, 3.506797, 3.506797, 3.45282, 3.45282, 3.413554","12.936678, 11.336442, 11.336442, 9.73268, 9.73268, 9.02887"
17D,7,"2.717451, 2.9042950000000003, 2.9042950000000003, 3.151005, 3.151005, 3.158258, 3.158258, 3.136148, 3.136148, 3.0862700000000003, 3.0862700000000003, 2.843063, 2.843063, 2.704144","55.106019, 52.762479000000006, 52.762479000000006, 49.613278, 49.613278, 44.857544, 44.857544, 40.955648, 40.955648, 38.840274, 38.840274, 38.318644, 38.318644, 40.193944"
17E,8,"2.844945, 3.079942, 3.079942, 3.405378, 3.405378, 3.608159, 3.608159, 3.715416, 3.715416, 4.144357, 4.144357, 4.248295, 4.248295, 4.304056, 4.304056, 4.109735","55.895496, 53.50644000000001, 53.50644000000001, 49.86118, 49.86118, 48.19263400000001, 48.19263400000001, 47.787551, 47.787551, 47.712513, 47.712513, 48.409331, 48.409331, 50.295502, 50.295502, 50.351262"
17F,1,"2.979352, 2.979352","39.662728, 39.662728"
17G,1,"3.94347, 3.94347","50.695381, 50.695381"
18A,6,"3.746726, 3.75347, 3.75347, 3.747927, 3.747927, 3.763779, 3.763779, 3.772104, 3.772104, 3.79141, 3.79141, 3.819373","24.28947, 24.467278, 24.467278, 24.113339, 24.113339, 24.367748, 24.367748, 23.948358, 23.948358, 24.105137, 24.105137, 24.053415"
18B,1,"3.36997, 3.36997","27.607553000000006, 27.607553000000006"
18C,1,"4.078253, 4.078253","22.081926, 22.081926"
18D,4,"3.379234, 3.407255, 3.379234, 3.353784, 3.379234, 3.24836, 3.379234, 3.193822","20.742069, 20.803489000000006, 20.742069, 21.147086, 20.742069, 21.044441, 20.742069, 19.726677"
18E,5,"3.753232, 3.96423, 3.96423, 3.98275, 3.98275, 3.9022, 3.9022, 3.738648, 3.738648, 3.706291","42.578549, 40.010215, 40.010215, 35.791033, 35.791033, 31.883635, 31.883635, 32.288248, 32.288248, 33.965026"
18F,1,"3.825748, 3.825748","33.091382, 33.091382"
18G,3,"4.116795, 4.110114, 4.110114, 4.180517, 4.180517, 4.376373","29.001299, 27.599903, 27.599903, 26.480952, 26.480952, 25.629314"
18H,4,"2.534786, 2.432501, 2.432501, 2.670117, 2.433431, 2.659398, 2.659398, 2.367092","-15.244677, -12.29048, -12.29048, -9.452875, -15.341247, -11.872156, -11.872156, -10.777534"
18I,15,"3.967157, 3.769037, 3.769037, 3.720806, 3.720806, 3.5488480000000004, 3.5488480000000004, 3.263896, 3.263896, 2.940458, 2.940458, 2.735375, 2.735375, 2.7517150000000004, 2.7517150000000004, 2.850645, 2.850645, 3.039863, 3.039863, 3.325278, 3.325278, 3.563132, 3.563132, 3.780804, 3.780804, 3.794347, 3.794347, 3.895195, 3.895195, 3.998745","-13.508515, -12.101589, -12.101589, -9.763395, -9.763395, -9.458262, -9.458262, -8.81973, -8.81973, -8.898144, -8.898144, -13.858695999999998, -13.858695999999998, -18.572563, -18.572563, -21.004019, -21.004019, -23.624472, -23.624472, -21.757864, -21.757864, -21.632883, -21.632883, -23.249723, -23.249723, -23.874677, -23.874677, -24.61223, -24.61223, -24.016215"
19A,8,"4.476943, 4.424828, 4.424828, 4.382247, 4.382247, 4.329889, 4.598677, 4.477705, 4.477705, 4.439094, 4.439094, 4.329889, 4.329889, 4.0113379999999985, 4.598677, 4.6545830000000015","19.180431, 17.92791, 17.92791, 17.542514, 17.542514, 15.627642000000002, 16.509301, 15.870883, 15.870883, 15.618265, 15.618265, 15.627642000000002, 15.627642000000002, 12.490347, 16.509301, 15.917977"
19B,1,"4.6545830000000015, 4.6545830000000015","15.917977, 15.917977"
19C,1,"4.438461, 4.422822","22.813583, 22.293874"
19D,8,"4.594239, 4.740508, 4.740508, 4.76715, 4.76715, 4.635961, 4.635961, 4.594239, 4.594239, 4.397729, 4.397729, 4.258905, 4.258905, 4.065723, 4.065723, 4.052606","10.16079, 11.146137, 11.146137, 11.705591, 11.705591, 12.510838, 12.510838, 10.16079, 10.16079, 9.460968, 9.460968, 8.892357, 8.892357, 8.197269, 8.197269, 5.989305"
19E,5,"5.460579, 5.321278, 5.321278, 5.257682, 5.257682, 5.132066, 5.132066, 5.051596, 5.051596, 4.704084","21.936965, 22.096494, 22.096494, 22.284858, 22.284858, 21.704821, 21.704821, 21.589962, 21.589962, 22.956926"
19F,4,"4.7713410000000005, 4.856239, 4.856239, 4.956206, 4.956206, 4.828912, 4.828912, 4.7713410000000005","18.734693, 18.839861, 18.839861, 17.153677, 17.153677, 15.904221, 15.904221, 18.734693"
19G,9,"4.3946809999999985, 4.565201999999998, 4.565201999999998, 4.569897, 4.569897, 4.569936, 4.569936, 4.556135, 4.556135, 4.485257, 4.485257, 4.239914, 4.239914, 4.288673, 4.288673, 4.254537, 4.254537, 4.3946809999999985","-3.74547, -6.738908, -6.738908, -8.231352000000001, -8.231352000000001, -8.970258, -8.970258, -10.785333, -10.785333, -13.04837, -13.04837, -10.256283, -10.256283, -6.4721769999999985, -6.4721769999999985, -7.652871, -7.652871, -3.74547"
19H,4,"4.9498940000000005, 5.27815, 5.27815, 5.992149, 5.992149, 5.995351, 5.995351, 5.438198000000001","33.166090000000004, 45.997991, 45.997991, 44.947433, 44.947433, 37.212585, 37.212585, 28.60745"
19I,2,"5.643913, 5.676641, 5.676641, 5.545465","30.492412, 31.358197, 31.358197, 32.192021999999994"
19J,2,"5.850675, 5.8581660000000015, 5.8581660000000015, 5.819567","37.305573, 39.14848, 39.14848, 39.181071"
19K,2,"5.10858, 5.032815, 5.032815, 5.041301","41.234474, 43.823308, 43.823308, 41.075837"
19L,4,"5.447578, 5.466926, 5.466926, 5.460801999999998, 5.460801999999998, 5.333589, 5.333589, 5.302935","33.262258, 33.763703, 33.763703, 34.475892, 34.475892, 33.958054, 33.958054, 33.371613"
19M,2,"5.380644, 5.363448, 5.363448, 5.337409","41.02926, 41.804572, 41.804572, 41.086212"
19N,1,"5.627413, 5.627413","21.142549, 21.142549"
19O,8,"5.161654, 5.076153, 5.076153, 4.939521, 4.939521, 4.913027, 4.913027, 4.914924, 4.914924, 4.843534, 4.843534, 4.830669, 4.830669, 4.853434, 4.853434, 4.904193","15.597232, 15.404105, 15.404105, 13.514466, 13.514466, 11.426006, 11.426006, 10.150833, 10.150833, 8.900176, 8.900176, 6.961276, 6.961276, 5.605104, 5.605104, 2.440672"
19P,8,"4.475589, 4.531296, 4.531296, 4.626703, 4.626703, 4.6053169999999986, 4.6053169999999986, 4.734811, 4.734811, 4.726318, 4.726318, 4.828402, 4.828402, 4.83656, 4.83656, 5.023772","1.380821, -0.044011, -0.044011, -2.473548, -2.473548, -3.352459, -3.352459, -8.503571, -8.503571, -8.794317, -8.794317, -13.769669, -13.769669, -16.217159, -16.217159, -20.051918"
19Q,12,"4.55849, 4.592512, 4.592512, 4.400613, 4.400613, 4.298237, 4.298237, 3.809963, 3.809963, 3.824237, 3.824237, 3.713908, 3.713908, 3.618244, 3.618244, 3.503773, 3.503773, 3.331944, 3.331944, 2.971023, 2.971023, 2.677781, 2.677781, 2.663326","-29.766492, -30.562341, -30.562341, -34.016846, -34.016846, -33.798348, -33.798348, -37.620155, -37.620155, -36.20025, -36.20025, -37.313518, -37.313518, -40.274545, -40.274545, -41.369937, -41.369937, -43.06978400000001, -43.06978400000001, -40.304672, -40.304672, -39.855375, -39.855375, -42.89167"
20A,2,"5.5856330000000005, 5.580344, 5.5856330000000005, 5.615108","9.934158, 9.489579, 9.934158, 9.290673"
20B,3,"5.88879, 5.966571, 5.966571, 6.068671, 6.068671, 6.065329","27.612262, 25.953912, 25.953912, 23.263341, 23.263341, 20.138452"
20C,8,"6.256304, 6.540885, 6.540885, 6.609121000000001, 6.609121000000001, 6.644317, 6.644317, 6.646995, 6.646995, 6.655507000000001, 6.655507000000001, 6.500826999999999, 6.500826999999999, 6.414973000000002, 6.414973000000002, 6.362811","29.498076, 32.454898, 32.454898, 38.4455, 38.4455, 39.390854, 39.390854, 39.902559, 39.902559, 42.488877, 42.488877, 46.685554, 46.685554, 49.287893, 49.287893, 53.452179"
21A,6,"5.919529, 5.679313, 5.679313, 5.603559, 5.603559, 5.533445, 5.533445, 5.242298, 5.533445, 5.418851, 5.679313, 5.795941","7.407063000000001, -1.942572, -1.942572, -1.20192, -1.20192, -0.299092, -0.299092, -8.20164, -0.299092, 6.349702, -1.942572, -9.669605"
21B,2,"5.589768, 5.589695, 5.589695, 5.5905510000000005","-4.838358, -5.41606, -5.41606, -5.9099010000000005"
21C,3,"5.15244, 5.023985, 5.023985, 5.130829, 5.130829, 5.293442","-8.754081, -7.173964999999999, -7.173964999999999, -5.086446, -5.086446, -6.844409"
21D,1,"5.091018, 5.340811","-22.371032, -21.239763"
21E,3,"5.204973000000002, 5.220522, 5.220522, 5.326257, 5.326257, 5.333062","-11.869219, -12.941291, -12.941291, -13.176788, -13.176788, -12.315585"
21F,3,"5.545504, 5.470756, 5.470756, 5.741057, 5.741057, 5.855357","-17.822289, -20.759441, -20.759441, -22.448382, -22.448382, -20.879089"
21G,1,"5.7038769999999985, 5.7038769999999985","-22.373715, -22.373715"
22A,9,"7.30155, 7.0684809999999985, 7.0684809999999985, 6.859178999999999, 6.859178999999999, 6.732202, 6.859178999999999, 6.482719, 6.482719, 6.3826730000000005, 6.482719, 6.628528, 6.628528, 7.0684809999999985, 6.628528, 6.754824, 6.3826730000000005, 6.247961","16.540383, 20.570297, 20.570297, 21.761148, 21.761148, 25.131124, 21.761148, 20.212133, 20.212133, 22.513586, 20.212133, 16.399252, 16.399252, 20.570297, 16.399252, 12.895591, 22.513586, 22.506799"
22B,1,"6.247961, 6.247961","22.506799, 22.506799"
22C,2,"7.655033, 7.452512, 7.452512, 7.416161","5.224993, 8.289315, 8.289315, 11.669524"
22D,2,"7.755277, 7.5766339999999985, 7.5766339999999985, 7.485195","28.026199, 31.888276, 31.888276, 31.78455"
22E,2,"7.335383, 7.3657949999999985, 7.3657949999999985, 7.4623240000000015","21.98232, 20.443658, 20.443658, 21.445247"
22F,4,"6.879816, 7.1856589999999985, 7.1856589999999985, 7.428779, 7.428779, 7.598708, 7.598708, 7.740792999999999","33.961254, 30.245163, 30.245163, 27.79808, 27.79808, 26.895741, 26.895741, 24.397993"
22G,1,"7.652760000000002, 7.652760000000002","34.584346000000004, 34.584346000000004"
22H,1,"8.10511, 8.10511","22.63549, 22.63549"
22I,4,"6.126201, 6.198999, 6.198999, 6.25698, 6.25698, 6.200911, 6.200911, 6.126201","14.768472, 14.208765, 14.208765, 16.143175, 16.143175, 16.130406, 16.130406, 14.768472"
22J,3,"7.927749, 7.768736, 7.768736, 7.657942, 7.657942, 7.560134","19.88397, 18.510043, 18.510043, 17.674519, 17.674519, 15.826662"
22K,3,"7.060575999999998, 6.788842, 6.788842, 6.548396, 6.548396, 6.396135","10.951817, 8.037253999999999, 8.037253999999999, 7.332965, 7.332965, 4.592865"
22L,13,"6.631506, 6.6113990000000005, 6.6113990000000005, 6.5842740000000015, 6.5842740000000015, 6.530935, 6.530935, 6.284331, 6.284331, 6.149407, 6.149407, 6.128233, 6.128233, 6.0830910000000005, 6.0830910000000005, 6.10259, 6.10259, 6.356865, 6.356865, 6.402867, 6.402867, 6.523068, 6.523068, 6.654644, 6.654644, 6.631506","-18.237478, -19.255879, -19.255879, -22.964793, -22.964793, -23.418422, -23.418422, -22.715229, -22.715229, -22.427412, -22.427412, -19.165866, -19.165866, -16.484435, -16.484435, -14.935254, -14.935254, -11.773238, -11.773238, -11.530088, -11.530088, -12.391953, -12.391953, -14.145764000000002, -14.145764000000002, -18.237478"
22M,1,"6.378329, 6.378329","-17.955918, -17.955918"
22N,1,"6.469503, 6.368564","-32.58007, -33.4364"
22O,1,"5.958947, 5.849329","-35.28328, -35.768309"
22P,1,"5.660817, 5.520209","-34.074108, -35.470519"
22Q,1,"7.534986, 7.197739","1.914481, -0.492764"
22R,1,"6.752481, 6.752481","-16.716116, -16.716116"
22S,10,"7.821571, 7.401584, 7.401584, 6.8306830000000005, 6.8306830000000005, 6.9770970000000005, 6.9770970000000005, 7.028652, 7.028652, 7.139857000000001, 7.139857000000001, 7.311802, 7.311802, 7.552716, 7.552716, 7.821571, 7.050408999999998, 7.139857000000001, 7.139857000000001, 7.401584","-24.859786, -29.303104, -29.303104, -32.508478000000004, -32.508478000000004, -28.972084, -28.972084, -27.93483, -27.93483, -26.3932, -26.3932, -24.954375, -24.954375, -24.710731, -24.710731, -24.859786, -23.833291, -26.3932, -26.3932, -29.303104"
22T,1,"6.399195, 6.399195","-52.69566, -52.69566"
23A,4,"8.526591999999999, 8.545139, 8.545139, 8.721430999999999, 8.721430999999999, 8.74475, 8.74475, 8.526591999999999","18.09442, 20.441162, 20.441162, 21.468501, 21.468501, 18.154309, 18.154309, 18.09442"
23B,1,"8.678669000000001, 8.678669000000001","19.719314, 19.719314"
23C,4,"8.525145, 8.446408, 8.446408, 8.334406, 8.334406, 8.342260000000001, 8.342260000000001, 8.525145","24.081105, 26.935489, 26.935489, 27.217707, 27.217707, 24.022314, 24.022314, 24.081105"
23D,6,"7.687454, 7.676533999999998, 7.687454, 7.534934, 7.687454, 7.799089, 7.799089, 7.765797, 7.765797, 7.673114, 7.673114, 7.563323","-9.551131, -8.18543, -9.551131, -8.881326, -9.551131, -12.192705, -12.192705, -14.563805, -14.563805, -15.26392, -15.26392, -14.523892000000002"
23E,6,"8.787496, 8.567116, 8.567116, 8.427676, 8.427676, 8.591166000000001, 8.591166000000001, 8.727882000000001, 8.727882000000001, 8.822702, 8.822702, 8.787496","-1.897033, -2.151555, -2.151555, -3.906424, -3.906424, -7.982292, -7.982292, -7.23373, -7.23373, -3.443023, -3.443023, -1.897033"
23F,1,"8.772927000000001, 8.772927000000001","-13.547720000000002, -13.547720000000002"
23G,5,"7.7542490000000015, 7.285711, 7.285711, 7.204392, 7.204392, 7.118633, 7.118633, 6.789278, 6.789278, 6.629353, 6.629353","-37.968584, -37.09747, -37.09747, -40.498808, -40.498808, -40.893268, -40.893268, -37.929698, -37.929698, -43.195934, -43.195934"
24A,7,"8.720410000000001, 8.645955, 8.645955, 8.627602, 8.627602, 8.779587, 8.779587, 8.807214, 8.807214, 8.92323, 8.92323, 9.099546, 9.099546, 9.239405","3.3986620000000003, 3.341435, 3.341435, 5.703782, 5.703782, 6.418809, 6.418809, 5.837812, 5.837812, 5.945563, 5.945563, 5.092316, 5.092316, 2.31428"
24B,2,"9.532428, 9.53266, 9.53266, 9.620185","11.299827, 9.715767, 9.715767, 6.835802"
25A,7,"9.45979, 9.485805, 9.485805, 9.533036, 9.533036, 9.664267, 9.45979, 9.341394, 9.341394, 9.329551, 9.329551, 9.527497, 9.45979, 9.527497","-8.658603, -2.768964, -2.768964, -1.184664, -1.184664, -1.14281, -8.658603, -9.555695, -9.555695, -11.974853, -11.974853, -10.552013, -8.658603, -10.552013"
25B,16,"9.010685, 9.108825, 9.108825, 9.314069, 9.314069, 9.350925, 9.350925, 9.611903, 9.611903, 9.725906, 9.725906, 9.410906, 9.410906, 9.528675, 9.528675, 9.764188, 9.764188, 9.879398, 9.879398, 10.278171, 10.278171, 10.332873, 10.332873, 10.122209, 10.122209, 10.139532, 10.139532, 9.685842999999998, 10.139532, 10.546853, 10.139532, 10.131742","41.782911, 38.452215, 38.452215, 36.802597, 36.802597, 34.392562, 34.392562, 31.161734000000006, 31.161734000000006, 29.974473, 29.974473, 26.182324, 26.182324, 22.967971, 22.967971, 23.774255, 23.774255, 26.006951, 26.006951, 23.417311, 23.417311, 19.841489000000006, 19.841489000000006, 16.762664, 16.762664, 11.967207, 11.967207, 9.892308, 11.967207, 9.306586, 11.967207, 9.997508"
25C,3,"10.464727, 10.431895, 10.431895, 10.645337, 10.645337, 10.888526","36.707212, 33.79612, 33.79612, 31.976237, 31.976237, 34.214871"
25D,2,"9.575736, 9.853898, 9.853898, 9.875121","-5.914948000000001, -4.24335, -4.24335, -8.105030000000001"
25E,5,"9.133268, 9.069248, 9.069248, 8.677103, 8.677103, 8.627399, 8.627399, 9.001505, 9.001505, 9.133268","-43.432589, -47.097737, -47.097737, -46.648744, -46.648744, -42.989081, -42.989081, -41.253605, -41.253605, -43.432589"
26A,6,"9.85797, 10.176467, 10.176467, 10.434842, 10.434842, 9.914503, 9.85797, 9.914503, 9.85797, 9.671768, 10.434842, 10.643043","-14.846603, -12.354083, -12.354083, -16.836289999999998, -16.836289999999998, -19.00936, -14.846603, -19.00936, -14.846603, -14.332292, -16.836289999999998, -16.876572"
26B,14,"9.830931, 9.487423, 9.487423, 9.525601, 9.525601, 9.386739, 9.386739, 9.16567, 9.16567, 9.329982, 9.329982, 9.262522, 9.262522, 8.668372999999999, 8.668372999999999, 8.726539, 8.726539, 8.842203999999997, 8.842203999999997, 9.134133, 9.134133, 9.35822, 9.35822, 9.498474, 9.498474, 9.736694, 9.736694, 9.830931","-36.268463, -35.951335, -35.951335, -31.871831, -31.871831, -28.833873, -28.833873, -30.365401, -30.365401, -34.103339, -34.103339, -37.413144, -37.413144, -35.308352, -35.308352, -33.186384999999994, -33.186384999999994, -27.709844, -27.709844, -25.858536, -25.858536, -25.965439, -25.965439, -26.589616, -26.589616, -27.769471000000006, -27.769471000000006, -36.268463"
27A,22,"11.806524, 11.611365, 11.611365, 11.410164, 11.410164, 11.054133, 11.054133, 10.838349, 11.410164, 11.452644, 11.452644, 11.644449, 11.644449, 11.322347, 11.322347, 11.414702, 11.933599, 11.746049, 11.746049, 11.414702, 11.414702, 10.996244, 10.996244, 10.827079, 11.746049, 11.389415, 11.389415, 10.996244, 11.389415, 11.194302, 11.194302, 11.494061, 11.494061, 11.088867, 11.088867, 11.145557, 11.927814, 11.53789, 11.53789, 11.145557, 11.145557, 10.620481, 10.620481, 10.222069","-10.313105, -9.802247, -9.802247, -10.859323, -10.859323, -11.30347, -11.30347, -8.897763000000003, -10.859323, -12.356749, -12.356749, -13.201943, -13.201943, -14.778541, -14.778541, -17.68401, -17.150829, -18.350674, -18.350674, -17.68401, -17.68401, -18.298783, -18.298783, -16.193648, -18.350674, -18.779973, -18.779973, -18.298783, -18.779973, -22.825847, -22.825847, -24.464011, -24.464011, -27.293612, -27.293612, -28.08067, -28.477103000000003, -29.261022, -29.261022, -28.08067, -28.08067, -27.412634000000004, -27.412634000000004, -27.028891"
27B,4,"11.002572, 10.945289, 10.945289, 10.391478, 10.391478, 10.245607, 10.391478, 9.981191","-42.225859, -37.137765, -37.137765, -38.009839, -38.009839, -42.121942, -38.009839, -35.89097299999999"
28A,7,"12.573121, 12.497739, 12.497739, 12.263437, 12.263437, 12.168746, 12.168746, 12.573121, 12.263437, 12.34268, 12.497739, 12.53451, 12.168746, 12.140225","-23.396759, -16.515432, -16.515432, -17.541929, -17.541929, -22.619766, -22.619766, -23.396759, -17.541929, -22.215901, -16.515432, -16.196007, -22.619766, -24.728875"
28B,1,"12.34268, 12.34268","-22.215901, -22.215901"
28C,1,"12.53451, 12.53451","-16.196007, -16.196007"
28D,1,"12.140225, 12.140225","-24.728875, -24.728875"
28E,1,"11.812524, 11.911816","-26.749777, -25.713887"
28F,3,"11.54837, 11.550038, 11.550038, 11.609706, 11.609706, 11.881813","-31.087226, -31.857625, -31.857625, -33.570057, -33.570057, -33.908124"
28G,7,"12.595987, 12.664594, 12.664594, 12.890607, 12.890607, 12.922067, 12.922067, 12.916269, 12.916269, 12.689723, 12.689723, 12.578448, 12.578448, 12.595987","-41.021945, -39.987302, -39.987302, -40.178872, -40.178872, -42.915732, -42.915732, -44.151968, -44.151968, -46.145581, -46.145581, -44.673018, -44.673018, -41.021945"
28H,27,"12.9099, 12.772981, 12.772981, 12.519429, 12.519429, 12.380403, 12.380403, 12.024784, 12.024784, 11.869537, 11.869537, 11.579355, 11.579355, 11.350117, 12.910889, 12.795359, 12.795359, 12.699051, 12.699051, 12.527871, 12.527871, 12.252427, 12.252427, 12.079242, 12.079242, 11.788654, 11.788654, 11.385596, 12.76055, 12.356031, 12.356031, 12.082564, 12.082564, 11.775232, 11.775232, 11.529464, 11.529464, 11.143165, 12.443311, 12.050447, 12.050447, 11.725332, 11.725332, 11.681568, 11.681568, 11.443174, 11.443174, 11.210005, 12.307298, 12.114687, 12.114687, 11.828077, 11.828077, 11.596363","-57.177924, -56.488815, -56.488815, -57.113212, -57.113212, -57.676132, -57.676132, -57.503777, -57.503777, -56.987741, -56.987741, -54.264091, -54.264091, -54.491019, -59.146701, -59.688764, -59.688764, -59.685819, -59.685819, -59.423922, -59.423922, -58.748928, -58.748928, -59.253287, -59.253287, -57.696498, -57.696498, -56.779355, -60.981318, -60.401147, -60.401147, -60.968252, -60.968252, -61.178398, -61.178398, -59.442061, -59.442061, -58.975037, -63.09909200000001, -63.31293, -63.31293, -62.489396, -62.489396, -62.090101, -62.090101, -61.11516700000001, -61.11516700000001, -60.317625, -64.00307099999999, -64.61373, -64.61373, -63.78847800000001, -63.78847800000001, -63.01984100000001"
H01,10,"17.250531, 17.512307999999994, 17.512307999999994, 17.774319000000006, 17.774319000000006, 18.125708, 18.125708, 18.761035, 18.761035, 19.090169, 19.090169, 18.936995, 18.936995, 18.355167, 18.355167, 17.983775, 17.983775, 17.626445, 17.626445, 17.172968","24.839204, 26.110645, 26.110645, 27.720676, 27.720676, 28.762488, 28.762488, 20.546308, 20.546308, 13.863478, 13.863478, 4.203595, 4.203595, -2.898825, -2.898825, -9.773632, -9.773632, -15.398557, -15.398557, -15.72491"
H02,10,"16.503667999999998, 16.365338, 16.365338, 16.134591, 16.134591, 15.940882, 15.940882, 15.769793, 15.769793, 15.580041, 15.580041, 15.737798000000002, 15.737798000000002, 15.846935, 15.846935, 16.239094, 16.239094, 16.305358, 16.305358, 16.619316","21.489613, 19.15313, 19.15313, 17.046979999999998, 17.046979999999998, 15.661617, 15.661617, 15.421826, 15.421826, 10.538867, 10.538867, 6.425627, 6.425627, 4.47773, 4.47773, -3.694323, -3.694323, -4.692511, -4.692511, -10.56709"
H03,6,"17.690243, 17.630754, 17.630754, 17.443856, 17.443856, 17.017667000000007, 17.017667000000007, 17.163319, 17.163319, 17.347128, 17.347128, 17.690243","-12.875307, -8.118771, -8.118771, -5.086596, -5.086596, -4.222644, -4.222644, -10.523301, -10.523301, -12.846875, -12.846875, -12.875307"
H04,1,"16.957222, 16.830563","-10.963373, -10.783"
H05,1,"17.724543, 17.798211","4.567303, 2.707276"
H06,3,"18.090913, 18.010754000000006, 18.029222, 18.090913, 18.090913, 18.004388","2.500099, 2.931568, 1.305076, 2.500099, 2.500099, 4.368615"
H07,1,"18.121767, 18.122496","8.733867, 9.563847"
H08,1,"18.148018, 18.039736","20.045233, 20.833632"
H09,1,"18.14597, 18.025113","20.814557, 21.595782"
H10,1,"17.582241, 17.582241","12.560035, 12.560035"
H11,1,"17.244127, 17.244127","14.390332999999998, 14.390332999999998"
H12,3,"16.922825, 17.052186, 17.052186, 17.066123, 17.066123, 17.089636","18.433213, 14.091947, 14.091947, 13.567420000000002, 13.567420000000002, 12.740828"
H13,1,"16.367875, 16.515229","1.029039, 1.983923"
H14,4,"16.961139000000006, 16.900131, 16.900131, 16.763859, 16.763859, 16.838717000000006, 16.838717000000006, 16.796227","9.375033, 10.165359, 10.165359, 8.582616, 8.582616, 7.247683, 7.247683, 5.246746"
H15,3,"16.677413, 16.758243, 16.758243, 17.275477, 17.275477, 17.441910999999998","4.219789, 1.020161, 1.020161, 1.210545, 1.210545, 4.14036"
H16,9,"15.85387, 15.548829, 15.548829, 15.463818, 15.463818, 15.578128, 15.578128, 15.712381, 15.712381, 15.826570000000002, 15.826570000000002, 15.959794, 15.959794, 16.024047, 16.024047, 16.017412, 16.017412, 15.85387","35.657382, 31.359133, 31.359133, 29.105703, 29.105703, 26.714693, 26.714693, 26.295637, 26.295637, 26.068394, 26.068394, 26.87788, 26.87788, 29.851061, 29.851061, 33.303509000000005, 33.303509000000005, 35.657382"
