ast_ID,vals,ra,dec
1,2,"12.519429, 12.443311, 12.795359, 12.252427","-57.113212, -63.09909200000001, -59.688764, -58.748928"
2,4,"0.220598, 23.079348, 23.079348, 23.062901, 23.062901, 0.139791, 0.139791, 0.220598","15.183596, 15.205264, 15.205264, 28.082789, 28.082789, 29.090432, 29.090432, 15.183596"
3,6,"3.819373, 3.79141, 3.79141, 3.772104, 3.772104, 3.747927, 3.747927, 3.746726, 3.746726, 3.75347, 3.75347, 3.79141","24.053415, 24.105137, 24.105137, 23.948358, 23.948358, 24.113339, 24.113339, 24.28947, 24.28947, 24.467278, 24.467278, 24.105137"
4,2,"5.679313, 5.603559, 5.603559, 5.533445","-1.942572, -1.20192, -1.20192, -0.299092"
5,4,"4.598677, 4.476248, 4.476248, 4.329889, 4.329889, 4.382247, 4.382247, 4.476943","16.509301, 15.962181, 15.962181, 15.627642000000002, 15.627642000000002, 17.542514, 17.542514, 19.180431"
6,18,"13.197904, 13.119646, 13.119646, 12.861645, 12.861645, 12.821516, 12.821516, 12.481863, 12.481863, 12.449805, 12.449805, 12.440017999999998, 12.440017999999998, 12.448966, 12.481863, 12.516823, 12.516823, 12.559506, 12.481863, 12.405146, 12.405146, 12.3388, 12.481863, 12.490845, 12.481863, 12.375087, 12.375087, 12.338267, 12.481863, 12.407446, 12.407446, 12.369675, 12.481863, 12.420863, 12.481863, 12.344827","27.878183, 27.624741, 27.624741, 27.540712, 27.540712, 27.552379, 27.552379, 25.912852, 25.912852, 26.825699, 26.825699, 27.268237, 27.268237, 28.268423, 25.912852, 24.567168, 24.567168, 24.282984, 25.912852, 26.098606, 26.098606, 26.619482, 25.912852, 24.108925, 25.912852, 25.84616, 25.84616, 26.001875, 25.912852, 25.582404, 25.582404, 24.773866, 25.912852, 23.926202, 25.912852, 27.054545"
7,25,"5.571326, 5.520703, 5.520703, 5.447286, 5.447286, 5.380556, 5.380556, 5.319783, 5.319783, 5.278067, 5.278067, 5.195931, 5.195931, 5.089921, 5.089921, 4.975806, 4.975806, 4.904193, 4.904193, 4.853434, 4.853434, 4.830669, 4.830669, 4.843534, 5.5856330000000005, 5.615108, 4.843534, 4.913027, 4.913027, 4.939521, 4.939521, 5.076153, 5.076153, 5.194879, 5.194879, 5.393807, 5.393807, 5.462669, 5.462669, 5.507268, 5.507268, 5.565079, 5.565079, 5.5856330000000005, 5.5856330000000005, 5.615108, 5.615108, 5.639371, 5.639371, 5.633644","3.766895, 3.292133, 3.292133, 3.0956740000000003, 3.0956740000000003, 3.544452, 3.544452, 2.595806, 2.595806, 1.947328, 1.947328, 1.037028, 1.037028, 1.177627, 1.177627, 1.714016, 1.714016, 2.440672, 2.440672, 5.605104, 5.605104, 6.961276, 6.961276, 8.900176, 9.934158, 9.290673, 8.900176, 11.426006, 11.426006, 13.514466, 13.514466, 15.404105, 15.404105, 16.045673, 16.045673, 16.699298000000002, 16.699298000000002, 15.874052, 15.874052, 15.360449, 15.360449, 14.305578, 14.305578, 9.934158, 9.934158, 9.290673, 9.290673, 8.48731, 8.48731, 7.54142"
8,7,"13.792354, 13.398747, 13.398747, 12.900472, 12.900472, 12.257086, 12.257086, 11.062155, 11.062155, 11.030677, 11.030677, 11.897168, 11.897168, 12.257086","49.313265, 54.925362, 54.925362, 55.959821, 55.959821, 57.032617, 57.032617, 61.75103299999999, 61.75103299999999, 56.382427, 56.382427, 53.69476, 53.69476, 57.032617"
10,1,"17.512732, 17.560145000000002","-37.295811, -37.103821"
11,17,"16.688113, 17.004827, 16.688113, 16.503667999999998, 16.503667999999998, 16.365338, 16.365338, 15.940882, 15.940882, 15.769793, 15.769793, 15.812327, 16.688113, 16.714933, 16.714933, 16.568384, 16.568384, 16.329010999999998, 16.329010999999998, 16.146162, 16.688113, 15.959794, 15.959794, 15.826570000000002, 15.826570000000002, 15.712381, 15.712381, 15.578128, 15.578128, 15.463818, 15.463818, 15.258376, 15.258376, 15.408181","31.602726, 30.926405, 31.602726, 21.489613, 21.489613, 19.15313, 19.15313, 15.661617, 15.661617, 15.421826, 15.421826, 18.141564, 31.602726, 38.922254, 38.922254, 42.437041, 42.437041, 46.313366, 46.313366, 44.934906, 31.602726, 26.87788, 26.87788, 26.068394, 26.068394, 26.295637, 26.295637, 26.714693, 26.714693, 29.105703, 29.105703, 33.314833, 33.314833, 37.377167"
