ast_ID,vals,ra,dec
136,5,"3.838593, 4.110114, 4.110114, 4.339226999999998, 4.339226999999998, 4.376373, 4.376373, 4.969275, 4.969275, 5.135173","25.579362, 27.599903, 27.599903, 27.350754, 27.350754, 25.629314, 25.629314, 25.050405, 25.050405, 24.265175"
137,1,"5.627413, 5.627413","21.142549, 21.142549"
138,8,"5.076153, 4.939521, 4.939521, 4.913027, 4.913027, 4.914924, 4.914924, 4.843534, 4.843534, 4.830669, 4.830669, 4.853434, 4.853434, 4.904193, 4.904193, 4.975806","15.404105, 13.514466, 13.514466, 11.426006, 11.426006, 10.150833, 10.150833, 8.900176, 8.900176, 6.961276, 6.961276, 5.605104, 5.605104, 2.440672, 2.440672, 1.714016"
139,1,"4.438461, 4.287684","22.813583, 20.578591"
140,4,"5.688255000000002, 5.536875, 5.536875, 5.407071, 5.407071, 5.462669, 5.462669, 5.688255000000002","16.534148000000002, 18.594234, 18.594234, 17.383534, 17.383534, 15.874052, 15.874052, 16.534148000000002"
141,8,"4.476943, 4.424828, 4.424828, 4.382247, 4.382247, 4.329889, 4.329889, 4.0113379999999985, 4.329889, 4.439094, 4.439094, 4.509342, 4.509342, 4.598677, 4.598677, 4.6545830000000015","19.180431, 17.92791, 17.92791, 17.542514, 17.542514, 15.627642000000002, 15.627642000000002, 12.490347, 15.627642000000002, 15.618265, 15.618265, 16.194014000000006, 16.194014000000006, 16.509301, 16.509301, 15.917977"
142,6,"4.564143, 4.443437, 4.443437, 4.332694999999998, 4.443437, 4.480601, 4.480601, 4.635961, 4.635961, 4.594239, 4.594239, 4.65171","14.844423999999998, 14.713782, 14.713782, 14.035201, 14.713782, 13.047602, 13.047602, 12.510838, 12.510838, 10.16079, 10.16079, 7.870976"
143,7,"4.983713, 4.9218470000000005, 4.9218470000000005, 4.83656, 4.83656, 4.809037, 4.809037, 4.793413, 4.793413, 4.73555, 4.73555, 4.6740309999999985, 4.6740309999999985, 4.751156","-16.376027, -16.417767, -16.417767, -16.217159, -16.217159, -16.329484, -16.329484, -16.934456, -16.934456, -18.666586, -18.666586, -19.671493, -19.671493, -21.283383"
144,9,"4.758375, 4.881575, 4.881575, 4.734811, 4.734811, 4.569936, 4.569936, 4.254537, 4.254537, 4.197761, 4.197761, 4.3946809999999985, 4.3946809999999985, 4.6053169999999986, 4.6053169999999986, 4.626703, 4.626703, 4.758375","-3.254657, -5.4526949999999985, -5.4526949999999985, -8.503571, -8.503571, -8.970258, -8.970258, -7.652871, -7.652871, -6.837581, -6.837581, -3.74547, -3.74547, -3.352459, -3.352459, -2.473548, -2.473548, -3.254657"
145,14,"3.967157, 3.769037, 3.769037, 3.720806, 3.720806, 3.5488480000000004, 3.5488480000000004, 3.263896, 3.263896, 2.940458, 2.940458, 2.735375, 2.735375, 2.7517150000000004, 2.7517150000000004, 2.850645, 2.850645, 3.039863, 3.039863, 3.325278, 3.325278, 3.563132, 3.563132, 3.780804, 3.780804, 3.895195, 3.895195, 3.998745","-13.508515, -12.101589, -12.101589, -9.763395, -9.763395, -9.458262, -9.458262, -8.81973, -8.81973, -8.898144, -8.898144, -13.858695999999998, -13.858695999999998, -18.572563, -18.572563, -21.004019, -21.004019, -23.624472, -23.624472, -21.757864, -21.757864, -21.632883, -21.632883, -23.249723, -23.249723, -24.61223, -24.61223, -24.016215"
146,7,"6.256304, 5.966571, 5.966571, 5.88879, 5.88879, 5.816935, 5.816935, 5.5908690000000005, 5.5908690000000005, 5.460579, 5.460579, 5.321278, 5.321278, 5.051596","29.498076, 25.953912, 25.953912, 27.612262, 27.612262, 24.567535, 24.567535, 24.039589000000007, 24.039589000000007, 21.936965, 21.936965, 22.096494, 22.096494, 21.589962"
147,2,"6.2474669999999985, 6.065329, 6.065329, 5.906386","19.156448, 20.138452, 20.138452, 20.276174"
148,1,"6.338553, 6.368564","-30.063367, -33.4364"
149,6,"5.919529, 5.679313, 5.679313, 5.603559, 5.603559, 5.533445, 5.533445, 5.242298, 5.533445, 5.418851, 5.679313, 5.795941","7.407063000000001, -1.942572, -1.942572, -1.20192, -1.20192, -0.299092, -0.299092, -8.20164, -0.299092, 6.349702, -1.942572, -9.669605"
150,3,"5.603559, 5.589768, 5.589768, 5.587907, 5.587907, 5.5905510000000005","-1.20192, -4.838358, -4.838358, -5.389696, -5.389696, -5.9099010000000005"
151,3,"5.204973000000002, 5.220522, 5.220522, 5.326257, 5.326257, 5.333062","-11.869219, -12.941291, -12.941291, -13.176788, -13.176788, -12.315585"
152,3,"5.293442, 5.130829, 5.130829, 5.023985, 5.023985, 5.15244","-6.844409, -5.086446, -5.086446, -7.173964999999999, -7.173964999999999, -8.754081"
153,1,"5.215528, 5.091018","-16.205468, -22.371032"
154,3,"5.545504, 5.470756, 5.470756, 5.741057, 5.741057, 5.855357","-17.822289, -20.759441, -20.759441, -22.448382, -22.448382, -20.879089"
155,1,"5.520209, 5.520209","-35.470519, -35.470519"
156,1,"7.652760000000002, 7.652760000000002","34.584346000000004, 34.584346000000004"
157,1,"7.445237, 7.445237","49.211527, 49.211527"
158,2,"7.755277, 7.5766339999999985, 7.5766339999999985, 7.485195","28.026199, 31.888276, 31.888276, 31.78455"
159,4,"7.740792999999999, 7.598708, 7.598708, 7.428779, 7.428779, 7.1856589999999985, 7.1856589999999985, 6.879816","24.397993, 26.895741, 26.895741, 27.79808, 27.79808, 30.245163, 30.245163, 33.961254"
160,3,"7.335383, 7.768736, 7.768736, 7.560134, 7.560134, 7.335383","21.98232, 18.510043, 18.510043, 15.826662, 15.826662, 21.98232"
161,9,"7.30155, 7.0684809999999985, 7.0684809999999985, 6.859178999999999, 6.859178999999999, 6.732202, 6.859178999999999, 6.482719, 6.482719, 6.3826730000000005, 6.482719, 6.628528, 6.628528, 7.0684809999999985, 6.628528, 6.754824, 6.3826730000000005, 6.247961","16.540383, 20.570297, 20.570297, 21.761148, 21.761148, 25.131124, 21.761148, 20.212133, 20.212133, 22.513586, 20.212133, 16.399252, 16.399252, 20.570297, 16.399252, 12.895591, 22.513586, 22.506799"
162,4,"6.25698, 6.200911, 6.200911, 6.126201, 6.126201, 6.198999, 6.198999, 6.25698","16.143175, 16.130406, 16.130406, 14.768472, 14.768472, 14.208765, 14.208765, 16.143175"
163,1,"8.275256, 8.275256","9.185545, 9.185545"
164,3,"6.910732, 6.682961, 6.682961, 6.548396, 6.548396, 6.396135","13.177827, 9.895754, 9.895754, 7.332965, 7.332965, 4.592865"
165,2,"7.655033, 7.452512, 7.452512, 7.4693869999999984","5.224993, 8.289315, 8.289315, 8.92553"
166,1,"8.03776, 7.197739","2.334571, -0.492764"
167,9,"7.7542490000000015, 7.139857000000001, 7.139857000000001, 7.961141, 7.961141, 7.7542490000000015, 7.7542490000000015, 7.4871789999999985, 7.4871789999999985, 7.285711, 7.285711, 7.401584, 7.401584, 7.821571, 7.821571, 8.150455000000001, 8.150455000000001, 7.961141","-37.968584, -26.3932, -26.3932, -30.334570000000006, -30.334570000000006, -37.968584, -37.968584, -43.301432, -43.301432, -37.09747, -37.09747, -29.303104, -29.303104, -24.859786, -24.859786, -19.245014, -19.245014, -30.334570000000006"
168,1,"6.752481, 6.752481","-16.716116, -16.716116"
169,1,"6.378329, 6.378329","-17.955918, -17.955918"
170,8,"6.6113990000000005, 6.654644, 6.654644, 6.523068, 6.523068, 6.402867, 6.402867, 6.10259, 6.10259, 6.0830910000000005, 6.0830910000000005, 6.128233, 6.128233, 6.303813, 6.303813, 6.6113990000000005","-19.255879, -14.145764000000002, -14.145764000000002, -12.391953, -12.391953, -11.530088, -11.530088, -14.935254, -14.935254, -16.484435, -16.484435, -19.165866, -19.165866, -19.966974, -19.966974, -19.255879"
171,1,"6.9770970000000005, 6.8306830000000005","-28.972084, -32.508478000000004"
172,3,"5.5856330000000005, 5.580344, 5.580344, 5.615108, 5.615108, 5.5856330000000005","9.934158, 9.489579, 9.489579, 9.290673, 9.290673, 9.934158"
173,1,"5.660817, 5.849329","-34.074108, -35.768309"
174,1,"6.399195, 6.399195","-52.69566, -52.69566"
175,4,"8.778284, 8.927688999999997, 8.927688999999997, 9.133348, 9.133348, 8.992405, 8.992405, 8.778284","28.759898, 27.927481, 27.927481, 29.654235, 29.654235, 32.418559, 32.418559, 28.759898"
176,4,"8.721430999999999, 8.74475, 8.74475, 8.526591999999999, 8.526591999999999, 8.545139, 8.545139, 8.721430999999999","21.468501, 18.154309, 18.154309, 18.09442, 18.09442, 20.441162, 20.441162, 21.468501"
177,1,"8.66845, 8.66845","20.007788, 20.007788"
178,7,"10.59314, 10.464649, 10.464649, 10.28472, 10.28472, 10.533743, 10.533743, 10.725639, 10.725639, 10.891559, 10.891559, 10.782634, 10.782634, 10.59314","-57.557636, -58.739403, -58.739403, -61.332304, -61.332304, -61.685332, -61.685332, -60.566619, -60.566619, -58.853171, -58.853171, -56.757192, -56.757192, -57.557636"
179,5,"8.427676, 8.143236, 8.143236, 7.995597999999998, 7.995597999999998, 7.879961, 7.879961, 7.767275, 7.767275, 7.687454","-3.906424, -2.9837860000000003, -2.9837860000000003, -3.679583, -3.679583, -5.428257, -5.428257, -6.772511, -6.772511, -9.551131"
180,2,"6.465992, 6.480297, 6.480297, 6.247592","-4.762154, -7.033061999999998, -7.033061999999998, -6.274776"
181,5,"8.158876, 8.677103, 8.677103, 8.745059, 8.745059, 9.368562, 8.745059, 8.375236, 8.677103, 9.133268","-47.336588, -46.648744, -46.648744, -54.70882099999999, -54.70882099999999, -55.010668, -54.70882099999999, -59.509483, -46.648744, -43.432589"
182,3,"8.974784, 9.129115, 9.129115, 9.253848, 9.253848, 8.974784","11.857701, 10.668191, 10.668191, 14.941507, 14.941507, 11.857701"
183,7,"9.239405, 9.099546, 9.099546, 8.92323, 8.92323, 8.779587, 8.779587, 8.627602, 8.627602, 8.645955, 8.645955, 8.720410000000001, 8.720410000000001, 8.807214","2.31428, 5.092316, 5.092316, 5.945563, 5.945563, 6.418809, 6.418809, 5.703782, 5.703782, 3.341435, 3.341435, 3.3986620000000003, 3.3986620000000003, 5.837812"
184,3,"9.96141, 9.584399, 9.584399, 10.123821, 9.584399, 9.570384","41.055633, 39.621493, 39.621493, 35.244693, 39.621493, 36.397558"
185,16,"8.380588000000001, 8.865787, 8.865787, 9.010685, 9.010685, 9.108825, 9.108825, 9.314069, 9.314069, 9.350925, 9.350925, 9.410906, 9.410906, 9.528675, 9.528675, 9.764188, 9.764188, 9.879398, 9.879398, 10.278171, 10.278171, 10.332873, 10.332873, 10.122209, 10.122209, 10.139532, 10.139532, 9.685842999999998, 10.139532, 10.546853, 10.139532, 10.131742","43.188131, 43.726603, 43.726603, 41.782911, 41.782911, 38.452215, 38.452215, 36.802597, 36.802597, 34.392562, 34.392562, 26.182324, 26.182324, 22.967971, 22.967971, 23.774255, 23.774255, 26.006951, 26.006951, 23.417311, 23.417311, 19.841489000000006, 19.841489000000006, 16.762664, 16.762664, 11.967207, 11.967207, 9.892308, 11.967207, 9.306586, 11.967207, 9.997508"
186,6,"9.664267, 9.533036, 9.533036, 9.485805, 9.485805, 9.462995, 9.462995, 9.45979, 9.45979, 9.341394, 9.341394, 9.329551","-1.14281, -1.184664, -1.184664, -2.768964, -2.768964, -6.071187, -6.071187, -8.658603, -8.658603, -9.555695, -9.555695, -11.974853"
187,5,"8.842203999999997, 8.726539, 8.726539, 9.511674, 9.511674, 8.627399, 8.627399, 8.059737, 8.059737, 8.726539","-27.709844, -33.186384999999994, -33.186384999999994, -40.466769, -40.466769, -42.989081, -42.989081, -40.003148, -40.003148, -33.186384999999994"
188,7,"10.643043, 10.434842, 10.434842, 10.176467, 10.176467, 10.085408, 10.085408, 9.85797, 9.85797, 9.671768, 9.85797, 9.914503, 9.914503, 10.434842","-16.876572, -16.836289999999998, -16.836289999999998, -12.354083, -12.354083, -13.064626, -13.064626, -14.846603, -14.846603, -14.332292, -14.846603, -19.00936, -19.00936, -16.836289999999998"
189,12,"9.553461, 9.45511, 9.45511, 9.35822, 9.35822, 9.134133, 9.134133, 9.16567, 9.16567, 9.386739, 9.386739, 9.498474, 9.498474, 9.616725, 9.616725, 9.736694, 9.736694, 9.903425, 9.903425, 9.908838, 9.908838, 9.688058, 9.688058, 9.553461","-21.115722, -22.343783, -22.343783, -25.965439, -25.965439, -25.858536, -25.858536, -30.365401, -30.365401, -28.833873, -28.833873, -26.589616, -26.589616, -25.296759, -25.296759, -27.769471000000006, -27.769471000000006, -25.932345, -25.932345, -22.487456, -22.487456, -23.591514, -23.591514, -21.115722"
190,19,"11.322347, 11.414702, 11.414702, 11.194302, 11.194302, 10.996244, 10.996244, 11.322347, 10.996244, 10.827079, 11.414702, 11.746049, 11.322347, 11.054133, 11.054133, 11.410164, 11.410164, 11.644449, 11.410164, 11.611365, 11.611365, 12.012347, 11.194302, 11.088867, 11.088867, 11.145557, 11.145557, 11.53789, 11.088867, 10.45253, 10.45253, 10.945289, 10.945289, 11.424852, 11.424852, 11.670221000000002, 11.670221000000002, 11.881813","-14.778541, -17.68401, -17.68401, -22.825847, -22.825847, -18.298783, -18.298783, -14.778541, -18.298783, -16.193648, -17.68401, -18.350674, -14.778541, -11.30347, -11.30347, -10.859323, -10.859323, -13.201943, -10.859323, -9.802247, -9.802247, -10.446014, -22.825847, -27.293612, -27.293612, -28.08067, -28.08067, -29.261022, -27.293612, -31.067779, -31.067779, -37.137765, -37.137765, -36.063062, -36.063062, -34.74466, -34.74466, -33.908124"
191,4,"10.779488, 10.621717, 10.621717, 10.54913, 10.54913, 10.532622, 10.532622, 10.245607","-49.420255, -48.22562, -48.22562, -47.003353, -47.003353, -45.06671, -45.06671, -42.121942"
192,6,"12.573121, 12.497739, 12.497739, 12.263437, 12.263437, 12.168746, 12.168746, 12.140225, 12.573121, 12.168746, 12.497739, 12.53451","-23.396759, -16.515432, -16.515432, -17.541929, -17.541929, -22.619766, -22.619766, -24.728875, -23.396759, -22.619766, -16.515432, -16.196007"
193,1,"12.34268, 12.168746","-22.215901, -22.619766"
194,1,"11.579355, 11.350117","-54.264091, -54.491019"
195,3,"10.715949, 11.109015, 11.109015, 11.210005, 11.210005, 11.143165","-64.39445, -62.424113, -62.424113, -60.317625, -60.317625, -58.975037"
196,1,"12.933807, 12.933807","38.31838, 38.31838"
197,5,"8.986828, 9.060427, 9.060427, 10.284952, 10.284952, 10.372155, 10.372155, 11.307983, 11.307983, 11.303118","48.041826, 47.156525, 47.156525, 42.914365, 42.914365, 41.499516, 41.499516, 33.094306, 33.094306, 31.528783"
198,4,"12.266719, 12.345286, 12.345286, 12.585489, 12.585489, 12.888263, 12.888263, 13.197904","14.899071, 17.792868, 17.792868, 18.377058, 18.377058, 21.244943, 21.244943, 27.878183"
199,5,"12.580857, 12.490845, 12.490845, 12.449805, 12.449805, 12.448966, 12.449805, 12.375087, 12.375087, 12.272372","22.629259, 24.108925, 24.108925, 26.825699, 26.825699, 28.268423, 26.825699, 25.84616, 25.84616, 23.945409"
200,3,"11.038827, 10.92689, 10.92689, 10.645337, 10.645337, 10.464727","20.179842, 24.749718, 24.749718, 31.976237, 31.976237, 36.707212"
201,4,"11.235138, 11.237335, 11.237335, 11.398736, 11.398736, 11.352276, 11.352276, 11.844922","20.523717, 15.429570000000002, 15.429570000000002, 10.529509, 10.529509, 6.0293220000000005, 6.0293220000000005, 1.764718"
202,4,"13.166469, 13.036278, 13.036278, 12.926725, 12.926725, 12.694345, 12.694345, 12.331766","17.529431, 10.95915, 10.95915, 3.39747, 3.39747, -1.449375, -1.449375, -0.6668029999999999"
203,2,"12.982068, 12.870071, 12.870071, 12.777433","17.409446, 17.073943, 17.073943, 16.577691"
204,1,"11.253397, 11.253397","23.095502, 23.095502"
205,1,"11.799762, 11.799762","20.218931, 20.218931"
206,1,"11.679742, 11.679742","21.35273, 21.35273"
207,1,"11.817663, 11.927926","14.57206, 15.646818"
208,3,"12.086817, 12.014553, 12.014553, 11.764322, 11.764322, 11.754733","8.732985000000001, 6.6143220000000005, 6.6143220000000005, 6.529376, 6.529376, 8.258119"
209,3,"12.772928, 12.698071, 12.698071, 12.760294, 12.760294, 12.772928","9.539684, 10.235625, 10.235625, 7.6733259999999985, 7.6733259999999985, 9.539684"
210,1,"12.339161, 12.339161","3.312574, 3.312574"
211,2,"11.615814, 11.505248, 11.505248, 11.277695","-0.823749, -3.003501, -3.003501, -3.651601"
212,2,"11.083619, 11.009347, 11.009347, 11.030465","7.336007, 3.617494, 3.617494, -2.484585"
213,4,"16.428739999999998, 16.71838, 16.71838, 16.291791, 16.291791, 16.058718, 16.058718, 16.428739999999998","78.963854, 77.513973, 77.513973, 75.75533, 75.75533, 76.793939, 76.793939, 78.963854"
214,6,"2.057268, 23.3104, 23.3104, 23.059128, 23.059128, 22.82802, 22.82802, 22.063135, 22.063135, 21.30963, 21.30963, 20.754811","72.42129399999997, 68.11144499999999, 68.11144499999999, 67.20921, 67.20921, 66.200408, 66.200408, 64.627971, 64.627971, 62.585573, 62.585573, 61.838782"
215,8,"4.900836, 6.3141050000000005, 6.3141050000000005, 6.954611999999999, 6.954611999999999, 5.992111, 5.992111, 5.391065, 5.391065, 5.05697, 5.05697, 4.900836, 5.391065, 4.95478, 4.95478, 5.111289","66.342678, 69.319787, 69.319787, 58.422759, 58.422759, 54.28465600000001, 54.28465600000001, 57.544395, 57.544395, 60.44224499999999, 60.44224499999999, 66.342678, 57.544395, 53.752101, 53.752101, 51.59772"
216,4,"17.892134, 17.536251, 17.536251, 17.507213, 17.507213, 17.943437, 17.943437, 17.657747","56.872643, 55.184243, 55.184243, 52.301387, 52.301387, 51.488895, 51.488895, 46.006332"
217,3,"13.57425, 13.304034, 13.304034, 13.437943, 13.437943, 13.57425","49.015973, 49.682062, 49.682062, 46.028055, 46.028055, 49.015973"
218,3,"10.69908, 10.507396, 10.507396, 10.402182, 10.402182, 10.69908","65.71628, 64.257689, 64.257689, 65.566423, 65.566423, 65.71628"
219,6,"13.792354, 13.398747, 13.398747, 12.900472, 12.900472, 12.257086, 12.257086, 11.897168, 11.897168, 11.030677, 11.030677, 11.062155","49.313265, 54.925362, 54.925362, 55.959821, 55.959821, 57.032617, 57.032617, 53.69476, 53.69476, 56.382427, 56.382427, 61.75103299999999"
220,1,"13.420413, 13.420413","54.987958, 54.987958"
221,1,"15.243926, 14.959743","67.346722, 65.93245999999999"
222,1,"12.578902, 12.578902","70.02176999999999, 70.02176999999999"
223,1,"12.501868, 12.501868","69.201123, 69.201123"
224,1,"12.998665, 12.924598","66.597272, 65.438474"
225,1,"15.032436, 15.032436","40.390566, 40.390566"
226,1,"11.767515, 11.767515","47.779406, 47.779406"
227,1,"11.161062, 11.161062","44.498487, 44.498487"
228,6,"10.853067, 10.892911, 10.892911, 10.651581, 10.651581, 10.510461, 10.510461, 10.586017, 10.586017, 10.728702, 10.728702, 10.853067","56.58225, 54.58512800000001, 54.58512800000001, 53.6683, 53.6683, 55.980536, 55.980536, 57.082637, 57.082637, 57.199203, 57.199203, 56.58225"
229,6,"8.504431, 9.181941, 9.181941, 9.525453, 9.525453, 9.849867, 9.849867, 9.868433, 9.868433, 9.547715, 9.547715, 9.147863","60.718169, 63.513633, 63.513633, 63.061861, 63.061861, 59.038735, 59.038735, 54.06433199999999, 54.06433199999999, 51.6773, 51.6773, 51.604648"
230,5,"9.704137, 9.574703, 9.574703, 9.173204, 9.173204, 9.04242, 9.04242, 8.67024, 8.67024, 8.576711","69.237537, 69.830343, 69.830343, 67.13401800000001, 67.13401800000001, 67.62961899999999, 67.62961899999999, 64.327936, 64.327936, 65.14517"
231,2,"14.269439000000002, 14.419967000000002, 14.419967000000002, 14.224718","51.367231, 51.850744, 51.850744, 51.789965"
232,11,"21.698652, 21.987518, 21.987518, 21.477662, 21.477662, 21.698652, 21.698652, 22.163441, 22.163441, 22.596077, 22.596077, 23.131623, 23.131623, 23.65582, 23.65582, 21.987518, 21.987518, 23.131623, 22.596077, 21.987518, 21.987518, 22.163441","71.311417, 73.179896, 73.179896, 70.560716, 70.560716, 71.311417, 71.311417, 72.341207, 72.341207, 73.643188, 73.643188, 75.387496, 75.387496, 77.632276, 77.632276, 73.179896, 73.179896, 75.387496, 73.643188, 73.179896, 73.179896, 72.341207"
233,4,"19.259229, 18.762989, 18.762989, 18.350736, 18.90661, 18.762989, 18.762989, 18.772849","73.355468, 74.085553, 74.085553, 72.732843, 71.29719200000002, 74.085553, 74.085553, 75.433964"
234,1,"20.148145, 20.148145","77.71141899999998, 77.71141899999998"
235,5,"19.344467, 20.04696, 20.04696, 19.80285, 19.80285, 19.539149, 19.539149, 19.209225, 19.209225, 19.344467","65.71453100000001, 67.873565, 67.873565, 70.26793, 70.26793, 69.661175, 69.661175, 67.661541, 67.661541, 65.71453100000001"
236,4,"15.345482999999998, 14.845104999999998, 14.845104999999998, 14.458758, 14.458758, 14.147498, 14.147498, 12.820496","71.834016, 74.155505, 74.155505, 75.695993, 75.695993, 77.547514, 77.547514, 83.412901"
237,5,"22.791378, 1.145613, 1.145613, 2.52975, 2.52975, 17.536918, 17.536918, 16.766159, 16.766159, 15.734298999999998","83.15383, 86.25709, 86.25709, 89.26410899999998, 89.26410899999998, 86.58646, 86.58646, 82.037262, 82.037262, 77.794493"
238,6,"20.709755, 20.470687, 20.470687, 20.79265, 20.79265, 21.222665, 21.222665, 21.413729, 21.413729, 21.09145, 21.09145, 21.261779","82.53115799999998, 81.422708, 81.422708, 80.552262, 80.552262, 81.230972, 81.230972, 80.524826, 80.524826, 78.12639200000002, 78.12639200000002, 77.01229599999998"
239,1,"22.906789, 22.906789","84.346177, 84.346177"
240,4,"15.515514, 15.777772, 15.777772, 15.377341, 15.377014, 15.777772, 15.777772, 15.464287","64.20869300000001, 62.599557, 62.599557, 63.341439, 62.047076, 62.599557, 62.599557, 60.670217"
241,5,"16.207047, 16.302721, 16.302721, 16.363536, 16.105475, 16.302721, 16.302721, 16.4664, 16.4664, 16.363536","67.144176, 68.55454499999999, 68.55454499999999, 69.109391, 67.81013399999999, 68.55454499999999, 68.55454499999999, 68.768137, 68.768137, 69.109391"
242,1,"17.698978, 17.698978","72.148843, 72.148843"
243,1,"17.919762, 17.919762","72.005127, 72.005127"
244,2,"17.394707999999998, 17.294517000000006, 17.294517000000006, 17.250788","37.145946, 37.291498, 37.291498, 36.809162"
245,2,"11.782116, 11.932892, 11.932892, 11.484621","55.62819, 56.59856, 56.59856, 61.77836800000001"
246,6,"18.345955, 17.615859, 17.615859, 17.146448, 17.146448, 16.39986, 16.39986, 16.031532000000002, 16.031532000000002, 15.415494, 15.415494, 14.073165","71.337814, 68.75797, 68.75797, 65.714683, 65.714683, 61.514213, 61.514213, 58.565251, 58.565251, 58.966065, 58.966065, 64.37585"
247,5,"12.558058, 11.523407, 11.523407, 10.717789, 10.717789, 9.715895, 9.715895, 7.001081, 7.001081, 5.376036","69.788238, 69.331076, 69.331076, 69.07621400000001, 69.07621400000001, 72.252618, 72.252618, 76.977408, 76.977408, 79.231149"
248,8,"18.40383, 18.331031, 18.331031, 18.133959, 18.133959, 18.198377, 18.198377, 17.975041, 17.975041, 17.962744, 17.962744, 17.774319000000006, 17.774319000000006, 17.512307999999994, 17.512307999999994, 17.250531","39.507239, 36.064547, 36.064547, 36.40126400000001, 36.40126400000001, 31.40535, 31.40535, 30.189277, 30.189277, 29.24788, 29.24788, 27.720676, 27.720676, 26.110645, 26.110645, 24.839204"
249,6,"16.714933, 16.568384, 16.568384, 16.329010999999998, 16.329010999999998, 16.146162, 16.146162, 15.877903, 15.877903, 15.408181, 15.408181, 15.258376","38.922254, 42.437041, 42.437041, 46.313366, 46.313366, 44.934906, 44.934906, 42.451518, 42.451518, 37.377167, 37.377167, 33.314833"
250,6,"16.024047, 15.959794, 15.959794, 15.826570000000002, 15.826570000000002, 15.712381, 15.712381, 15.578128, 15.578128, 15.463818, 15.463818, 15.548829","29.851061, 26.87788, 26.87788, 26.068394, 26.068394, 26.295637, 26.295637, 26.714693, 26.714693, 29.105703, 29.105703, 31.359133"
251,10,"17.172968, 17.626445, 17.626445, 17.983775, 17.983775, 18.355167, 18.355167, 18.747205, 18.747205, 18.936995, 18.936995, 19.090169, 19.090169, 18.761035, 18.761035, 18.394967, 18.394967, 18.14597, 18.14597, 18.025113","-15.72491, -15.398557, -15.398557, -9.773632, -9.773632, -2.898825, -2.898825, 2.060038, 2.060038, 4.203595, 4.203595, 13.863478, 13.863478, 20.546308, 20.546308, 21.769752, 21.769752, 20.814557, 20.814557, 21.595782"
252,10,"16.503667999999998, 16.365338, 16.365338, 16.134591, 16.134591, 15.940882, 15.940882, 15.769793, 15.769793, 15.580041, 15.580041, 15.737798000000002, 15.737798000000002, 15.846935, 15.846935, 16.239094, 16.239094, 16.305358, 16.305358, 16.619316","21.489613, 19.15313, 19.15313, 17.046979999999998, 17.046979999999998, 15.661617, 15.661617, 15.421826, 15.421826, 10.538867, 10.538867, 6.425627, 6.425627, 4.47773, 4.47773, -3.694323, -3.694323, -4.692511, -4.692511, -10.56709"
253,1,"17.582241, 17.582241","12.560035, 12.560035"
254,1,"17.244127, 17.244127","14.390332999999998, 14.390332999999998"
255,1,"18.122496, 18.121767","9.563847, 8.733867"
256,1,"17.724543, 17.798211","4.567303, 2.707276"
257,3,"18.004388, 18.090913, 18.090913, 18.029222, 18.090913, 18.010754000000006","4.368615, 2.500099, 2.500099, 1.305076, 2.500099, 2.931568"
258,4,"18.607731, 18.610854, 18.610854, 18.347795, 18.347795, 18.319316, 18.319316, 18.607731","9.122491, 6.671805, 6.671805, 3.377165, 3.377165, 7.259767, 7.259767, 9.122491"
259,6,"17.255635, 17.163319, 17.163319, 17.630754, 17.630754, 17.55829, 17.55829, 17.443856, 17.443856, 17.347128, 17.347128, 17.255635","-14.58414, -10.523301, -10.523301, -8.118771, -8.118771, -5.744803, -5.744803, -5.086596, -5.086596, -12.846875, -12.846875, -14.58414"
260,3,"16.515229, 16.367875, 16.367875, 16.220953, 16.220953, 16.403008","1.983923, 1.029039, 1.029039, 5.021086, 5.021086, 6.948207000000001"
261,4,"16.961139000000006, 16.900131, 16.900131, 16.763859, 16.763859, 16.838717000000006, 16.838717000000006, 16.796227","9.375033, 10.165359, 10.165359, 8.582616, 8.582616, 7.247683, 7.247683, 5.246746"
262,3,"17.310275, 17.207725, 17.207725, 17.089636, 17.089636, 17.052186","10.864475, 10.585168, 10.585168, 12.740828, 12.740828, 14.091947"
263,1,"17.276857, 16.830563","-0.445297, -10.783"
264,1,"18.380288, 18.148018","17.826616, 20.045233"
265,1,"18.993711, 18.783686","15.068298, 18.181519"
266,1,"16.423598000000002, 16.543415","14.033270000000002, 11.488041"
267,1,"12.53451, 12.53451","-16.196007, -16.196007"
268,1,"12.140225, 12.140225","-24.728875, -24.728875"
269,1,"12.331766, 12.331766","-0.6668029999999999, -0.6668029999999999"
270,1,"11.844922, 11.844922","1.764718, 1.764718"
271,3,"22.392264, 22.336643, 22.336643, 22.281268, 22.281268, 22.177078","-7.194421000000001, -7.8211020000000016, -7.8211020000000016, -9.040067, -9.040067, -11.564939"
272,7,"22.238342000000006, 22.35988, 22.35988, 22.436306, 22.436306, 22.391901, 22.391901, 22.277073, 22.277073, 22.229008, 22.229008, 22.158044, 22.158044, 22.238342000000006","-21.074566, -21.59823, -21.59823, -23.682447, -23.682447, -24.762661, -24.762661, -25.898162, -25.898162, -25.180905, -25.180905, -23.659109, -23.659109, -21.074566"
