ast_ID,vals,ra,dec
N01,1,"1.89217, 1.910668","19.293852, 20.808035"
N02,2,"2.724198, 2.79848, 2.79848, 2.833063","27.707146, 29.247118, 29.247118, 27.260507"
N03,7,"3.819782, 3.819373, 3.819373, 3.79141, 3.79141, 3.772104, 3.772104, 3.747927, 3.747927, 3.75347, 3.75347, 3.763779, 3.763779, 3.765132","24.136712, 24.053415, 24.053415, 24.105137, 24.105137, 23.948358, 23.948358, 24.113339, 24.113339, 24.467278, 24.467278, 24.367748, 24.367748, 24.554511"
N04,1,"4.598677, 4.598677","16.509301, 16.509301"
N05,2,"5.5856330000000005, 5.580344, 5.580344, 5.615108","9.934158, 9.489579, 9.489579, 9.290673"
N06,1,"5.919529, 5.919529","7.407063000000001, 7.407063000000001"
N07,1,"7.5766339999999985, 7.755277","31.888276, 28.026199"
N08,1,"8.74475, 8.526591999999999","18.154309, 18.09442"
N09,4,"8.779587, 8.627602, 8.627602, 8.645955, 8.645955, 8.720410000000001, 8.720410000000001, 8.807214","6.418809, 5.703782, 5.703782, 3.341435, 3.341435, 3.3986620000000003, 3.3986620000000003, 5.837812"
N10,1,"10.139532, 10.139532","11.967207, 11.967207"
N11,1,"11.235138, 11.237335","20.523717, 15.429570000000002"
N12,1,"11.817663, 11.817663","14.57206, 14.57206"
N13,5,"12.497739, 12.573121, 12.497739, 12.263437, 12.263437, 12.168746, 12.168746, 12.140225, 12.168746, 12.573121","-16.515432, -23.396759, -16.515432, -17.541929, -17.541929, -22.619766, -22.619766, -24.728875, -22.619766, -23.396759"
N14,1,"13.419883, 13.419883","-11.161322, -11.161322"
N15,1,"14.261029999999998, 14.261029999999998","19.18241, 19.18241"
N16,3,"15.592104999999998, 15.283449, 15.283449, 14.847976999999998, 15.283449, 15.203692000000002","-14.789537, -9.382917, -9.382917, -16.041778, -9.382917, -19.79171"
N17,2,"16.09062, 16.005557, 16.005557, 15.980865","-19.805453, -22.62171, -22.62171, -26.114105"
N18,2,"16.353143, 16.490128, 16.490128, 16.598043","-25.592796, -26.432002, -26.432002, -28.216016"
N19,8,"16.83608, 16.872263, 16.872263, 16.909731, 16.909731, 17.202551999999994, 17.202551999999994, 17.621979999999994, 17.621979999999994, 17.793078, 17.793078, 17.708132, 17.708132, 17.560145000000002, 17.560145000000002, 17.512732","-34.293232, -38.017536, -38.017536, -42.361313, -42.361313, -43.239189, -43.239189, -42.997824, -42.997824, -40.126997, -40.126997, -39.029983, -39.029983, -37.103821, -37.103821, -37.295811"
N20,1,"18.402868, 18.3499","-34.384615999999994, -29.828103"
N21,1,"18.92109, 19.043532","-26.296721999999995, -29.880105"
N22,2,"19.921887, 19.846388, 19.846388, 19.770994","6.406763, 8.868322000000003, 8.868322000000003, 10.613261"
N23,1,"20.724315, 20.660635","15.074581, 15.912072"
N24,1,"22.360938, 22.360938","-1.387331, -1.387331"
N25,1,"23.062901, 23.079348","28.082789, 15.205264"
N26,1,"0.220598, 0.137128","15.183596, 29.732273"
N27,1,"1.228857, 1.228857","7.575353999999999, 7.575353999999999"
N28,2,"18.739661, 18.61564, 18.61564, 18.746209","39.612721, 38.783692, 38.783692, 37.60511500000001"
