ast_ID,vals,ra,dec
Cep,6,"22.180908, 22.82802, 22.82802, 21.477662, 21.477662, 21.30963, 21.30963, 22.180908, 22.82802, 23.65582, 23.65582, 21.477662","58.201261, 66.200408, 66.200408, 70.560716, 70.560716, 62.585573, 62.585573, 58.201261, 66.200408, 77.632276, 77.632276, 70.560716"
Cet,20,"2.2166650000000003, 2.469317, 1.734479, 0.72649, 0.72649, 0.323799, 0.72649, 1.1431639999999998, 1.1431639999999998, 1.40039, 1.40039, 1.857676, 1.857676, 2.432501, 2.432501, 2.659398, 2.659398, 2.735375, 2.735375, 2.534786, 2.534786, 1.734479, 2.322442, 2.659398, 2.322442, 2.658044, 2.658044, 2.721678, 2.721678, 3.037992, 3.037992, 2.99525, 2.99525, 2.749039, 2.749039, 2.469317, 2.469317, 2.597909, 2.597909, 2.721678","8.846717, 8.460054, -15.93748, -17.986604999999994, -17.986604999999994, -8.823921, -17.986604999999994, -10.182264, -10.182264, -8.183257000000001, -8.183257000000001, -10.335038, -10.335038, -12.29048, -12.29048, -11.872156, -11.872156, -13.858695999999998, -13.858695999999998, -15.244677, -15.244677, -15.93748, -2.977643, -11.872156, -2.977643, 0.328511, 0.328511, 3.235818, 3.235818, 4.089734, 4.089734, 8.907364999999997, 8.907364999999997, 10.114146, 10.114146, 8.460054, 8.460054, 5.593246, 5.593246, 3.235818"
Cha,2,"8.308703, 10.591166, 10.591166, 12.305812","-76.919722, -78.607786, -78.607786, -79.31224"
Cir,2,"14.708492, 15.389625, 14.708492, 15.291917000000002","-64.975138, -59.320787, -64.975138, -58.801208"
Cnc,5,"8.778284, 8.721430999999999, 8.721430999999999, 8.334406, 8.721430999999999, 8.74475, 8.74475, 8.275256, 8.74475, 8.974784","28.759898, 21.468501, 21.468501, 27.217707, 21.468501, 18.154309, 18.154309, 9.185545, 18.154309, 11.857701"
Col,6,"6.368564, 6.275871, 6.275871, 5.958947, 5.958947, 5.849329, 5.849329, 5.985778, 5.849329, 5.660817, 5.660817, 5.520209","-33.4364, -35.140519, -35.140519, -35.28328, -35.28328, -35.768309, -35.768309, -42.815135, -35.768309, -34.074108, -34.074108, -35.470519"
Com,2,"13.166469, 13.197904, 13.197904, 12.448966","17.529431, 27.878183, 27.878183, 28.268423"
CrA,9,"18.729706, 18.944582, 18.944582, 18.978721, 18.978721, 19.106971, 19.106971, 19.157869, 19.157869, 19.167154, 19.167154, 19.139156, 19.139156, 19.051907, 19.051907, 18.938044, 18.729706, 18.539257","-38.323441, -37.343241, -37.343241, -37.107357, -37.107357, -37.063437, -37.063437, -37.904474, -37.904474, -39.34079600000001, -39.34079600000001, -40.496703, -40.496703, -42.095105, -42.095105, -42.710676, -38.323441, -39.704001"
CrB,6,"15.548829, 15.463818, 15.463818, 15.578128, 15.578128, 15.712381, 15.712381, 15.826570000000002, 15.826570000000002, 15.959794, 15.959794, 16.024047","31.359133, 29.105703, 29.105703, 26.714693, 26.714693, 26.295637, 26.295637, 26.068394, 26.068394, 26.87788, 26.87788, 29.851061"
Crt,9,"10.996244, 11.194302, 11.194302, 11.414702, 11.414702, 11.322347, 11.322347, 10.996244, 11.322347, 11.410164, 11.410164, 11.611365, 11.611365, 11.933599, 11.933599, 11.746049, 11.746049, 11.414702","-18.298783, -22.825847, -22.825847, -17.68401, -17.68401, -14.778541, -14.778541, -18.298783, -14.778541, -10.859323, -10.859323, -9.802247, -9.802247, -17.150829, -17.150829, -18.350674, -18.350674, -17.68401"
Cru,2,"12.519429, 12.443311, 12.795359, 12.252427","-57.113212, -63.09909200000001, -59.688764, -58.748928"
Crv,6,"12.53451, 12.497739, 12.497739, 12.263437, 12.263437, 12.168746, 12.168746, 12.140225, 12.168746, 12.573121, 12.573121, 12.497739","-16.196007, -16.515432, -16.515432, -17.541929, -17.541929, -22.619766, -22.619766, -24.728875, -22.619766, -23.396759, -23.396759, -16.515432"
Cvn,1,"12.562411, 12.933807","41.35748, 38.31838"
Cyg,9,"19.28504, 19.495098, 19.495098, 19.749574, 19.749574, 20.370473, 20.370473, 20.690532, 20.370473, 20.770178, 20.770178, 21.215607, 21.215607, 21.73571, 20.370473, 19.938438, 19.938438, 19.512023000000006","53.368459, 51.729779, 51.729779, 45.13081, 45.13081, 40.256679, 40.256679, 45.280338, 40.256679, 33.970256, 33.970256, 30.226916, 30.226916, 28.742632, 40.256679, 35.083424, 35.083424, 27.959681"
Del,5,"20.553547, 20.625816, 20.625816, 20.660635, 20.660635, 20.77764, 20.77764, 20.724315, 20.724315, 20.625816","11.303263, 14.595087, 14.595087, 15.912072, 15.912072, 16.124295999999998, 16.124295999999998, 15.074581, 15.074581, 14.595087"
Dor,5,"5.7462230000000005, 5.901658, 5.901658, 5.560421, 5.560421, 5.7462230000000005, 5.560421, 4.566598, 4.566598, 4.267097","-65.73552600000001, -63.089627, -63.089627, -62.489825, -62.489825, -65.73552600000001, -62.489825, -55.044975, -55.044975, -51.486648"
Dra,15,"17.892134, 17.943437, 17.943437, 17.507213, 17.507213, 17.537767000000002, 17.537767000000002, 17.892134, 17.892134, 19.209225, 19.209225, 19.80285, 19.80285, 19.259229, 19.259229, 18.350736, 18.350736, 17.146448, 17.146448, 16.39986, 16.39986, 16.031532000000002, 16.031532000000002, 15.415494, 15.415494, 14.073165, 14.073165, 12.558058, 12.558058, 11.523407","56.872643, 51.488895, 51.488895, 52.301387, 52.301387, 55.172958, 55.172958, 56.872643, 56.872643, 67.661541, 67.661541, 70.26793, 70.26793, 73.355468, 73.355468, 72.732843, 72.732843, 65.714683, 65.714683, 61.514213, 61.514213, 58.565251, 58.565251, 58.966065, 58.966065, 64.37585, 64.37585, 69.788238, 69.788238, 69.331076"
Equ,4,"21.172361, 21.241337, 21.241337, 21.381559, 21.381559, 21.263731, 21.263731, 21.172361","10.131579, 10.006981, 10.006981, 6.811139999999999, 6.811139999999999, 5.247845, 5.247845, 10.131579"
Eri,27,"1.628556, 1.932564, 1.932564, 2.275154, 2.275154, 2.449755, 2.449755, 2.663326, 2.663326, 2.677781, 2.677781, 2.971023, 2.971023, 3.331944, 3.331944, 3.809963, 3.809963, 3.824237, 3.824237, 4.298237, 4.298237, 4.400613, 4.400613, 4.592512, 4.592512, 3.780804, 3.780804, 3.563132, 3.563132, 3.325278, 3.325278, 3.039863, 3.039863, 2.7517150000000004, 2.7517150000000004, 2.940458, 2.940458, 3.263896, 3.263896, 3.5488480000000004, 3.5488480000000004, 3.720806, 3.720806, 4.6053169999999986, 4.6053169999999986, 4.758375, 4.758375, 4.881575, 4.881575, 5.130829, 5.130829, 5.15244, 5.15244, 4.6363400000000015","-57.236757, -51.608896, -51.608896, -51.512165, -51.512165, -47.70384, -47.70384, -42.89167, -42.89167, -39.855375, -39.855375, -40.304672, -40.304672, -43.06978400000001, -43.06978400000001, -37.620155, -37.620155, -36.20025, -36.20025, -33.798348, -33.798348, -34.016846, -34.016846, -30.562341, -30.562341, -23.249723, -23.249723, -21.632883, -21.632883, -21.757864, -21.757864, -23.624472, -23.624472, -18.572563, -18.572563, -8.898144, -8.898144, -8.81973, -8.81973, -9.458262, -9.458262, -9.763395, -9.763395, -3.352459, -3.352459, -3.254657, -3.254657, -5.4526949999999985, -5.4526949999999985, -5.086446, -5.086446, -8.754081, -8.754081, -14.30402"
For,1,"2.818169, 3.201249","-32.405898, -28.987618"
Gem,16,"6.628528, 7.0684809999999985, 7.0684809999999985, 7.335383, 7.335383, 7.30155, 7.30155, 6.754824, 7.335383, 7.598708, 7.598708, 7.740792999999999, 7.598708, 7.755277, 7.598708, 7.428779, 7.428779, 7.1856589999999985, 7.1856589999999985, 7.5766339999999985, 7.1856589999999985, 6.879816, 7.1856589999999985, 6.732202, 6.732202, 6.482719, 6.732202, 6.3826730000000005, 6.3826730000000005, 6.247961, 6.247961, 6.068671","16.399252, 20.570297, 20.570297, 21.98232, 21.98232, 16.540383, 16.540383, 12.895591, 21.98232, 26.895741, 26.895741, 24.397993, 26.895741, 28.026199, 26.895741, 27.79808, 27.79808, 30.245163, 30.245163, 31.888276, 30.245163, 33.961254, 30.245163, 25.131124, 25.131124, 20.212133, 25.131124, 22.513586, 22.513586, 22.506799, 22.506799, 23.263341"
Gru,9,"23.11465, 22.487825, 22.487825, 22.137209, 22.137209, 22.711115, 22.711115, 23.17264, 23.17264, 23.11465, 22.711115, 23.014677, 22.711115, 22.809239, 22.137209, 22.101914, 22.101914, 21.898808","-43.520358, -43.495565, -43.495565, -46.960975, -46.960975, -46.884577, -46.884577, -45.246711, -45.246711, -43.520358, -46.884577, -52.754137, -46.884577, -51.316864, -46.960975, -39.543353, -39.543353, -37.364852"
Her,18,"17.657747, 17.93755, 17.93755, 17.394707999999998, 17.394707999999998, 17.294517000000006, 17.294517000000006, 17.250788, 17.250788, 16.714933, 16.714933, 16.568384, 16.568384, 16.329010999999998, 16.329010999999998, 15.877903, 16.714933, 16.688113, 16.688113, 16.503667999999998, 16.503667999999998, 16.365338, 16.688113, 17.004827, 17.004827, 17.512307999999994, 17.512307999999994, 17.250531, 17.774319000000006, 17.962744, 17.962744, 18.125708, 17.004827, 17.250788, 17.774319000000006, 17.512307999999994","46.006332, 37.250539, 37.250539, 37.145946, 37.145946, 37.291498, 37.291498, 36.809162, 36.809162, 38.922254, 38.922254, 42.437041, 42.437041, 46.313366, 46.313366, 42.451518, 38.922254, 31.602726, 31.602726, 21.489613, 21.489613, 19.15313, 31.602726, 30.926405, 30.926405, 26.110645, 26.110645, 24.839204, 27.720676, 29.24788, 29.24788, 28.762488, 30.926405, 36.809162, 27.720676, 26.110645"
Hor,2,"4.233363, 2.677666, 2.677666, 3.060239","-42.294368, -54.549911, -54.549911, -59.737775"
Hya,18,"8.720410000000001, 8.645955, 8.645955, 8.627602, 8.627602, 8.779587, 8.779587, 8.807214, 8.807214, 8.720410000000001, 8.807214, 8.92323, 8.92323, 9.239405, 9.239405, 9.533036, 9.533036, 9.485805, 9.485805, 9.45979, 9.45979, 9.85797, 9.85797, 10.176467, 10.176467, 10.434842, 10.434842, 10.827079, 10.827079, 11.550038, 11.550038, 11.881813, 11.881813, 13.150909, 13.150909, 13.315359","3.3986620000000003, 3.341435, 3.341435, 5.703782, 5.703782, 6.418809, 6.418809, 5.837812, 5.837812, 3.3986620000000003, 5.837812, 5.945563, 5.945563, 2.31428, 2.31428, -1.184664, -1.184664, -2.768964, -2.768964, -8.658603, -8.658603, -14.846603, -14.846603, -12.354083, -12.354083, -16.836289999999998, -16.836289999999998, -16.193648, -16.193648, -31.857625, -31.857625, -33.908124, -33.908124, -23.11807, -23.11807, -23.171512"
Hyi,4,"0.427916, 3.787295, 3.787295, 2.659799, 2.659799, 2.362498, 2.362498, 1.979451","-77.25424699999998, -74.238962, -74.238962, -68.26694599999999, -68.26694599999999, -68.659418, -68.659418, -61.569859"
Ind,3,"21.331096, 20.626116, 20.626116, 20.913498, 20.913498, 21.331096","-53.449427, -47.291502, -47.291502, -58.45415500000001, -58.45415500000001, -53.449427"
LMi,4,"10.888526, 10.464727, 10.464727, 10.123821, 10.123821, 9.570384, 10.123821, 10.888526","34.214871, 36.707212, 36.707212, 35.244693, 35.244693, 36.397558, 35.244693, 34.214871"
Lac,6,"22.26616, 22.508128, 22.508128, 22.492173, 22.492173, 22.408609, 22.408609, 22.392675, 22.392675, 22.521515, 22.521515, 22.492173","37.748737, 43.123376, 43.123376, 47.706887, 47.706887, 49.476392, 49.476392, 52.229046, 52.229046, 50.282491, 50.282491, 47.706887"
Leo,10,"11.817663, 11.237335, 11.237335, 10.139532, 10.139532, 10.122209, 10.122209, 10.332873, 10.332873, 11.235138, 11.235138, 11.817663, 10.332873, 10.278171, 10.278171, 9.879398, 9.879398, 9.764188, 11.235138, 11.237335","14.57206, 15.429570000000002, 15.429570000000002, 11.967207, 11.967207, 16.762664, 16.762664, 19.841489000000006, 19.841489000000006, 20.523717, 20.523717, 14.57206, 19.841489000000006, 23.417311, 23.417311, 26.006951, 26.006951, 23.774255, 20.523717, 15.429570000000002"
Lep,14,"6.10259, 5.940082, 5.940082, 5.782595, 5.782595, 5.545504, 5.545504, 5.215528, 5.545504, 5.855357, 5.855357, 5.741057, 5.741057, 5.470756, 5.470756, 5.091018, 5.545504, 5.470756, 5.215528, 5.326257, 5.215528, 5.220522, 5.091018, 5.215528, 5.220522, 5.204973000000002, 5.326257, 5.333062","-14.935254, -14.1677, -14.1677, -14.82195, -14.82195, -17.822289, -17.822289, -16.205468, -17.822289, -20.879089, -20.879089, -22.448382, -22.448382, -20.759441, -20.759441, -22.371032, -17.822289, -20.759441, -16.205468, -13.176788, -16.205468, -12.941291, -22.371032, -16.205468, -12.941291, -11.869219, -13.176788, -12.315585"
Lib,5,"15.897093, 15.592104999999998, 15.592104999999998, 15.283449, 15.283449, 14.847976999999998, 14.847976999999998, 15.067839, 15.067839, 15.592104999999998","-16.729293, -14.789537, -14.789537, -9.382917, -9.382917, -16.041778, -16.041778, -25.281965, -25.281965, -14.789537"
Lup,13,"15.849316, 16.121168, 16.121168, 16.002036, 16.002036, 15.849316, 16.002036, 15.585681, 15.585681, 15.356201, 15.356201, 15.36344, 15.356201, 14.975537, 15.585681, 15.634232, 15.634232, 15.20476, 15.20476, 14.698823, 15.20476, 14.631454000000002, 14.698823, 14.436336, 14.698823, 14.975537","-33.627165000000005, -36.755676, -36.755676, -38.396706, -38.396706, -33.627165000000005, -38.396706, -41.166757, -41.166757, -40.647518, -40.647518, -36.261376, -40.647518, -43.13396, -41.166757, -42.567348, -42.567348, -52.099247, -52.099247, -47.3882, -52.099247, -49.425828, -47.3882, -45.379276, -47.3882, -43.13396"
Lyn,7,"9.350925, 9.314069, 9.314069, 9.108825, 9.108825, 9.010685, 9.010685, 8.380588000000001, 8.380588000000001, 7.445237, 7.445237, 6.954611999999999, 6.954611999999999, 6.327052","34.392562, 36.802597, 36.802597, 38.452215, 38.452215, 41.782911, 41.782911, 43.188131, 43.188131, 49.211527, 49.211527, 58.422759, 58.422759, 59.010964"
Lyr,5,"18.61564, 18.746209, 18.746209, 18.834665, 18.834665, 18.982395, 18.982395, 18.908412, 18.908412, 18.746209","38.783692, 37.60511500000001, 37.60511500000001, 33.362667, 33.362667, 32.689557, 32.689557, 36.898613, 36.898613, 37.60511500000001"
Men,1,"5.531318, 4.717764","-76.340964, -70.931027"
Mic,2,"21.298966, 21.021517000000006, 21.021517000000006, 20.8328","-32.172539, -32.257767, -32.257767, -33.779722"
Mon,6,"6.247592, 6.480297, 6.480297, 7.197739, 7.197739, 6.396135, 6.396135, 6.149418, 7.197739, 8.143236, 8.143236, 7.687454","-6.274776, -7.033061999999998, -7.033061999999998, -0.492764, -0.492764, 4.592865, 4.592865, 2.499692, -0.492764, -2.9837860000000003, -2.9837860000000003, -9.551131"
Mus,4,"12.771346, 11.760141, 11.760141, 12.541134, 12.541134, 12.619739, 12.619739, 12.771346","-68.10811899999999, -66.728763, -66.728763, -72.132988, -72.132988, -69.135564, -69.135564, -68.10811899999999"
Nor,5,"16.224648000000002, 16.330687, 16.330687, 16.453067, 16.453067, 16.053579, 16.053579, 16.330687, 16.053579, 16.224648000000002","-54.630467, -50.15550800000001, -50.15550800000001, -47.554786, -47.554786, -49.229695, -49.229695, -50.15550800000001, -49.229695, -54.630467"
Oct,3,"21.691253, 22.767692, 22.767692, 14.448801, 14.448801, 21.691253","-77.390046, -81.381615, -81.381615, -83.667884, -83.667884, -77.390046"
Oph,7,"17.582241, 17.724543, 17.172968, 17.724543, 17.582241, 16.961139000000006, 16.961139000000006, 16.305358, 16.305358, 16.619316, 16.619316, 17.172968, 17.172968, 17.523598","12.560035, 4.567303, -15.72491, 4.567303, 12.560035, 9.375033, 9.375033, -4.692511, -4.692511, -10.56709, -10.56709, -15.72491, -15.72491, -23.962643"
Ori,21,"5.679313, 5.603559, 5.603559, 5.533445, 6.057601999999998, 6.198999, 6.198999, 6.126201, 6.126201, 5.906386, 6.198999, 6.039722, 6.039722, 5.919529, 5.919529, 5.679313, 5.679313, 5.795941, 5.795941, 5.242298, 5.242298, 5.533445, 5.533445, 5.418851, 5.418851, 5.5856330000000005, 5.5856330000000005, 5.919529, 5.418851, 4.830669, 4.830669, 4.853434, 4.853434, 4.889659, 4.889659, 4.975806, 4.830669, 4.843534, 4.843534, 4.914924, 6.126201, 6.039722","-1.942572, -1.20192, -1.20192, -0.299092, 19.690561, 14.208765, 14.208765, 14.768472, 14.768472, 20.276174, 14.208765, 9.647276, 9.647276, 7.407063000000001, 7.407063000000001, -1.942572, -1.942572, -9.669605, -9.669605, -8.20164, -8.20164, -0.299092, -0.299092, 6.349702, 6.349702, 9.934158, 9.934158, 7.407063000000001, 6.349702, 6.961276, 6.961276, 5.605104, 5.605104, 2.508225, 2.508225, 1.714016, 6.961276, 8.900176, 8.900176, 10.150833, 14.768472, 9.647276"
Pav,13,"20.427459, 21.440705, 21.440705, 20.749314, 20.749314, 20.145157, 20.145157, 20.427459, 20.145157, 20.009845, 20.009845, 18.71726, 18.71726, 18.949177, 18.949177, 20.145157, 18.949177, 18.870288, 18.870288, 18.387117, 18.387117, 18.143, 18.143, 18.870288, 18.143, 17.762221","-56.73509, -65.366198, -65.366198, -66.203212, -66.203212, -66.182068, -66.182068, -56.73509, -66.182068, -72.910504, -72.910504, -71.428113, -71.428113, -67.23349499999999, -67.23349499999999, -66.182068, -67.23349499999999, -62.18759300000001, -62.18759300000001, -61.493901, -61.493901, -63.668553, -63.668553, -62.18759300000001, -63.668553, -64.723871"
Peg,14,"0.220598, 23.079348, 23.062901, 22.716704, 22.716704, 22.153789, 23.062901, 22.833385, 22.833385, 22.775521, 22.775521, 22.116847, 22.116847, 21.744092, 23.079348, 22.778216, 22.778216, 22.691033, 22.691033, 22.169996, 22.169996, 21.736433, 0.139791, 23.062901, 0.139791, 0.220598, 23.062901, 23.079348","15.183596, 15.205264, 28.082789, 30.221245, 30.221245, 33.172337, 28.082789, 24.601579, 24.601579, 23.565654, 23.565654, 25.345112, 25.345112, 25.645036, 15.205264, 12.172888, 12.172888, 10.831364, 10.831364, 6.197865, 6.197865, 9.875011, 29.090432, 28.082789, 29.090432, 15.183596, 28.082789, 15.205264"
Per,10,"3.738648, 3.9022, 3.9022, 3.98275, 3.98275, 3.96423, 3.96423, 3.715416, 3.715416, 3.405378, 3.405378, 3.079942, 3.079942, 2.844945, 3.405378, 3.136148, 3.136148, 3.0862700000000003, 3.0862700000000003, 2.843063","32.288248, 31.883635, 31.883635, 35.791033, 35.791033, 40.010215, 40.010215, 47.787551, 47.787551, 49.86118, 49.86118, 53.50644000000001, 53.50644000000001, 55.895496, 49.86118, 40.955648, 40.955648, 38.840274, 38.840274, 38.318644"
Phe,11,"1.139742, 1.101407, 1.101407, 0.436716, 0.436716, 1.139742, 1.101407, 1.520851, 1.520851, 1.894102, 1.894102, 1.101407, 1.101407, 1.472759, 1.472759, 0.436716, 0.436716, 0.4380560000000001, 0.4380560000000001, 0.156836, 0.156836, 0.436716","-55.24576, -46.718414, -46.718414, -43.679829, -43.679829, -55.24576, -46.718414, -49.072702, -49.072702, -46.302669, -46.302669, -46.718414, -46.718414, -43.318234, -43.318234, -43.679829, -43.679829, -42.305981, -42.305981, -45.747426, -45.747426, -43.679829"
Pic,2,"6.803194, 5.830451, 5.830451, 5.788079","-61.941391, -56.166663, -56.166663, -51.066514"
PsA,6,"22.960838, 22.677594, 22.677594, 22.013951, 22.013951, 21.795598, 21.795598, 22.169093, 22.169093, 22.52509, 22.52509, 22.932472","-29.622236, -27.043617, -27.043617, -28.453736, -28.453736, -30.898304, -30.898304, -32.548407, -32.548407, -32.346073, -32.346073, -32.539628"
Psc,19,"1.046971, 1.229152, 1.046971, 1.324443, 1.324443, 1.229152, 1.229152, 1.524725, 1.524725, 1.756564, 1.756564, 2.034117, 2.034117, 1.892597, 1.892597, 1.6905259999999998, 1.6905259999999998, 1.503087, 1.503087, 1.049058, 1.049058, 0.804836, 0.804836, 0.343295, 0.343295, 23.988525, 23.988525, 23.665844, 23.665844, 23.700779, 23.700779, 23.448876, 23.448876, 23.286094, 23.286094, 23.466138, 23.466138, 23.665844","31.804263, 24.583713, 31.804263, 27.264059000000003, 27.264059000000003, 24.583713, 24.583713, 15.345823, 15.345823, 9.157736, 9.157736, 2.763759, 2.763759, 3.187536, 3.187536, 5.487613, 5.487613, 6.14382, 6.14382, 7.890135000000001, 7.890135000000001, 7.299927999999999, 7.299927999999999, 8.190271000000001, 8.190271000000001, 6.863321000000001, 6.863321000000001, 5.6262919999999985, 5.6262919999999985, 1.780041, 1.780041, 1.255608, 1.255608, 3.282289, 3.282289, 6.378992, 6.378992, 5.6262919999999985"
Pup,7,"8.125736999999999, 7.817132000000001, 7.817132000000001, 7.285711, 7.285711, 6.629353, 6.629353, 6.8322660000000015, 6.8322660000000015, 7.4871789999999985, 7.4871789999999985, 8.059737, 8.059737, 8.125736999999999","-24.304324, -24.912208, -24.912208, -37.09747, -37.09747, -43.195934, -43.195934, -50.61456, -50.61456, -43.301432, -43.301432, -40.003148, -40.003148, -24.304324"
Pyx,2,"8.668372999999999, 8.726539, 8.726539, 8.842203999999997","-35.308352, -33.186384999999994, -33.186384999999994, -27.709844"
