star_ID,count,ra,dec,size
11791,3,2.53595,-1.0348959999999998,44
83081,3,16.977006,-55.990141,44
30277,3,6.368564,-33.4364,44
22109,3,4.758375,-3.254657,44
117301,3,23.784284,58.651989,44
74857,3,15.297178,-30.148673,44
100881,3,20.455336,-18.211721,44
13531,3,2.9042950000000003,52.762479000000006,44
28199,3,5.958947,-35.28328,44
5434,3,1.158368,47.241792,44
99742,3,20.237949,15.197609,44
24674,3,5.293442,-6.844409,44
88601,3,18.090913,2.500099,44
30867,3,6.480297,-7.033061999999998,44
61960,3,12.698071,10.235625,44
22783,3,4.900836,66.342678,44
73334,3,14.986025,-42.104194,44
48774,3,9.947708,-54.56779,44
117863,3,23.906398,57.499382,44
61136,3,12.527871,-59.423922,44
87108,3,17.798211,2.707276,44
93244,3,18.993711,15.068298,44
98066,3,19.930651,-26.299506,44
60379,3,12.380403,-57.676132,44
31685,3,6.629353,-43.195934,44
107418,3,21.75748,61.12080600000001,44
19343,3,4.144357,47.712513,44
62356,3,12.777433,16.577691,44
98920,3,20.08597,19.991071,44
66006,3,13.532746,-6.255816,44
15110,3,3.24836,21.044441,44
4151,3,0.884511,61.12396999999999,44
109410,3,22.166457,33.178224,44
20070,3,4.304056,50.295502,44
90968,3,18.556426,-38.725985,44
60941,3,12.490845,24.108925,44
60599,3,12.420863,23.926202,44
26221,3,5.587907,-5.389696,44
60823,3,12.467331,-50.230635,44
85355,3,17.441910999999998,4.14036,44
59847,3,12.272372,23.945409,44
1645,3,0.343295,8.190271000000001,44
93026,3,18.951019,-5.846314,44
34769,3,7.197739,-0.492764,44
910,3,0.187739,-15.467977,44
33160,3,6.903167,-12.038628,44
64906,3,13.304034,49.682062,44
9598,3,2.057268,72.42129399999997,44
101800,3,20.630311,11.377676,44
19860,3,4.258905,8.892357,44
3504,3,0.74542,48.284364,44
104887,3,21.246517,38.045317,44
111944,3,22.675233,44.276305,44
114222,3,23.131623,75.387496,44
101483,3,20.565845,13.027255,44
65936,3,13.517404999999998,-39.407307,44
56561,3,11.596363,-63.01984100000001,44
58590,3,12.014553,6.6143220000000005,44
72125,3,14.754017,16.96428,44
108535,2,21.987518,73.179896,39
104756,2,21.222665,81.230972,39
108874,2,22.055234,-2.155363,39
105140,2,21.298966,-32.172539,39
83430,2,17.052186,14.091947,39
36145,2,7.445237,49.211527,39
69415,2,14.212785,-27.261186,39
92862,2,18.922249,43.946088,39
55084,2,11.277695,-3.651601,39
78893,2,16.105475,67.81013399999999,39
93667,2,19.073627,-31.047079,39
41307,2,8.427676,-3.906424,39
95865,2,19.497829,-26.985615000000006,39
82073,2,16.763859,8.582616,39
25923,2,5.532183,-7.301537,39
65373,2,13.397969,-47.890541,39
67244,2,13.78232,-36.251933,39
9007,2,1.932564,-51.608896,39
23497,2,5.051596,21.589962,39
75974,2,15.515514,64.20869300000001,39
95176,2,19.362117,-15.955018,39
26235,2,5.589695,-5.41606,39
70264,2,14.376971,-58.459117000000006,39
109375,2,22.158044,-23.659109,39
2942,2,0.6225609999999999,35.399501,39
112051,2,22.695947,29.307641,39
44798,2,9.129115,10.668191,39
70576,2,14.436336,-45.379276,39
69713,2,14.269439000000002,51.367231,39
83962,2,17.163319,-10.523301,39
52136,2,10.651581,53.6683,39
116231,2,23.549512,-37.818268,39
74911,2,15.308897,-47.875272,39
95081,2,19.344467,65.71453100000001,39
65639,2,13.457546,-15.973578,39
114104,2,23.110226,59.41976,39
11407,2,2.449755,-47.70384,39
50099,2,10.228961,-70.037903,39
52098,2,10.645337,31.976237,39
85258,2,17.421665,-55.529884,39
52478,2,10.728702,57.199203,39
97229,2,19.761096,7.613158,39
107382,2,21.750071,-9.082428,39
97749,2,19.864056,-39.874367,39
5951,2,1.276747,-2.500368,39
27483,2,5.819567,39.181071,39
17886,2,3.825748,33.091382,39
24879,2,5.333589,33.958054,39
44511,2,9.069248,-47.097737,39
30457,2,6.402867,-11.530088,39
49029,2,10.003557,8.044222999999999,39
101984,2,20.667485,-18.138659,39
110391,2,22.35988,-21.59823,39
87936,2,17.963279,-41.716295,39
46771,2,9.532428,11.299827,39
117020,2,23.722878,10.331536,39
54951,2,11.253397,23.095502,39
39863,2,8.143236,-2.9837860000000003,39
33165,2,6.903623,-23.928336,39
103294,2,20.926858,13.721536,39
63007,2,12.910889,-59.146701,39
45902,2,9.35822,-25.965439,39
62322,2,12.771346,-68.10811899999999,39
55874,2,11.452644,-12.356749,39
64022,2,13.119646,27.624741,39
72571,2,14.838147,-27.960371,39
25492,2,5.452298000000001,30.208603000000004,39
67153,2,13.761470999999998,-33.043721000000005,39
97886,2,19.891026,24.079614000000007,39
25045,2,5.362849,-24.772981,39
101882,2,20.645552,13.315125,39
94643,2,19.259007,-25.256682,39
25737,2,5.49555,-1.092239,39
102831,2,20.8328,-33.779722,39
104019,2,21.073417000000006,-19.854991,39
63003,2,12.9099,-57.177924,39
108917,2,22.063135,64.627971,39
34481,2,7.1457880000000005,-70.498932,39
3760,2,0.804836,7.299927999999999,39
80815,2,16.503466,-25.115224,39
96468,2,19.612022,-1.286601,39
4889,2,1.046971,31.804263,39
111532,2,22.596077,73.643188,39
68523,2,14.028748,-45.603421,39
46952,2,9.570384,36.397558,39
99675,2,20.227196,46.741329,39
26263,2,5.593307,-3.25284,39
3414,2,0.7244659999999999,47.024546,39
20713,2,4.439094,15.618265,39
113561,2,23.001417,56.945374,39
9110,2,1.955848,17.817532,39
7740,2,1.6613380000000002,16.405858,39
18907,2,4.052606,5.989305,39
32768,2,6.8322660000000015,-50.61456,39
16322,2,3.506797,11.336442,39
112122,2,22.711115,-46.884577,39
21402,2,4.594239,10.16079,39
7818,2,1.676337,40.577049,39
97938,2,19.904134,8.461453,39
76705,2,15.662772,-34.411926,39
301,2,0.06233,-17.335988,39
78207,2,15.969825,-14.279357999999998,39
83613,2,17.089636,12.740828,39
1158,2,0.241008,-7.780532000000001,39
73620,2,15.048344,2.091303,39
53261,2,10.892911,54.58512800000001,39
117314,2,23.787754,-11.911126,39
113116,2,22.906789,84.346177,39
63076,2,12.924598,65.438474,39
115250,2,23.343956,23.740337,39
109754,2,22.231312,39.714927,39
27830,2,5.88879,27.612262,39
24197,2,5.194879,16.045673,39
25110,2,5.376036,79.231149,39
20430,2,4.376373,25.629314,39
91315,2,18.625974,62.526591,39
43531,2,8.865787,43.726603,39
61071,2,12.516823,24.567168,39
16870,2,3.618244,-40.274545,39
82402,2,16.838717000000006,7.247683,39
57328,2,11.754733,8.258119,39
102080,2,20.687836,14.58288,39
22176,2,4.7713410000000005,18.734693,39
24504,2,5.256777,32.6876,39
42570,2,8.677103,-46.648744,39
84514,2,17.276857,-0.445297,39
6061,2,1.2966540000000002,3.614466,39
88765,2,18.121767,8.733867,39
66234,2,13.57425,49.015973,39
6813,2,1.460915,45.406687,39
82216,2,16.796227,5.246746,39
114389,2,23.167072,9.822082,39
91726,2,18.704563,-9.052549,39
19171,2,4.110114,27.599903,39
110371,2,22.355372,28.330529,39
21248,2,4.55849,-29.766492,39
117567,2,23.842579,-14.40149,39
91926,2,18.739661,39.612721,39
107119,2,21.698652,71.311417,39
44390,2,9.04242,67.62961899999999,39
22024,2,4.734811,-8.503571,39
30772,2,6.465992,-4.762154,39
90842,2,18.532284,-43.507383,39
31084,2,6.523068,-12.391953,39
10602,2,2.275154,-51.512165,39
112211,2,22.726454,-18.830375,39
28328,2,5.985778,-42.815135,39
62541,2,12.815059,14.122584,39
51814,2,10.586017,57.082637,39
113288,2,22.940555,49.733544,39
56280,2,11.53789,-29.261022,39
90763,2,18.518012,-32.989114,39
110997,2,22.487825,-43.495565,39
32533,2,6.788842,8.037253999999999,39
26439,2,5.626334,-1.422134,39
26063,2,5.558735,-1.156073,39
115115,2,23.316021,-9.61075,39
19849,2,4.254537,-7.652871,39
73807,2,15.085303,-47.051245,39
101923,2,20.654533,-14.95476,39
38016,2,7.791757,33.415696999999994,39
983,2,0.202773,-17.938278,39
37908,2,7.768736,18.510043,39
116323,2,23.569171,-1.247567,39
841,2,0.172012,46.072272,39
29704,2,6.25698,16.143175,39
106481,2,21.56635,45.591837,39
29696,2,6.256304,29.498076,39
27639,2,5.850675,37.305573,39
13288,2,2.850645,-21.004019,39
30060,2,6.327052,59.010964,39
91755,2,18.710543,55.53945699999999,39
21297,2,4.569936,-8.970258,39
71284,2,14.578,29.74513,39
109990,2,22.277073,-25.898162,39
25539,2,5.460579,21.936965,39
16228,2,3.484482,59.94033,39
17678,2,3.787295,-74.238962,39
64408,2,13.200901000000002,-37.803022,39
116758,2,23.663074,-14.222178,39
10306,2,2.213355,21.210993,39
57363,2,11.760141,-66.728763,39
85267,2,17.423239000000002,-56.377727,39
70692,2,14.458758,75.695993,39
67494,2,13.831191,-18.134168,39
24727,2,5.302935,33.371613,39
6692,2,1.432208,68.130012,39
109786,2,22.238342000000006,-21.074566,39
85727,2,17.518318,-60.683848,39
79101,2,16.146162,44.934906,39
46977,2,9.574703,69.830343,39
92043,2,18.761035,20.546308,39
112529,2,22.792535,-19.613375,39
54477,2,11.145557,-28.08067,39
25143,2,5.380644,41.02926,39
87563,2,17.888341,40.007959,39
80473,2,16.426422,-23.447178,39
10155,2,2.177109,19.500338,39
25555,2,5.462669,15.874052,39
25202,2,5.39171,-13.927352,39
115919,2,23.485915,12.760554,39
3810,2,0.816308,16.940644,39
101123,2,20.498307,-18.583178,39
62576,2,12.821516,27.552379,39
62572,2,12.820496,83.412901,39
113919,2,23.069702,50.052091,39
61585,2,12.619739,-69.135564,39
36795,2,7.567551,-22.296067,39
53043,2,10.853067,56.58225,39
51448,2,10.507396,64.257689,39
49402,2,10.085408,-13.064626,39
112935,2,22.873353,9.835664,39
110746,2,22.436306,-23.682447,39
77840,2,15.893532999999998,-25.327142,39
77952,2,15.919083,-63.43072700000001,39
72582,2,14.841577,37.272047,39
103738,2,21.021517000000006,-32.257767,39
73199,2,14.959743,65.93245999999999,39
24902,2,5.337409,41.086212,39
21476,2,4.6115080000000015,41.264808,39
98754,2,20.058338,16.031254999999998,39
104459,2,21.159902,-11.371693,39
109857,2,22.250544,57.043587,39
60168,2,12.338267,26.001875,39
58159,2,11.927926,15.646818,39
5454,2,1.163667,19.658408,39
76219,2,15.569638,-10.064529,39
92226,2,18.795726,-40.406167,39
60781,2,12.458019,-58.991756,39
115126,2,23.318518,-13.458552,39
59819,2,12.266719,14.899071,39
25980,2,5.54482,-1.591831,39
18453,2,3.94347,50.695381,39
25984,2,5.545465,32.192021999999994,39
115102,2,23.313733,-32.532027,39
9480,2,2.032644,70.90701999999997,39
56975,2,11.679742,21.35273,39
111710,2,22.629273,-4.228056,39
102599,2,20.79265,80.552262,39
78970,2,16.121168,-36.755676,39
46578,2,9.498474,-26.589616,39
46026,2,9.386739,-28.833873,39
75264,2,15.378021,-44.689622,39
106786,2,21.629197,-7.854201,39
80161,2,16.363536,69.109391,39
67669,2,13.863779,-32.994089,39
108036,2,21.888268,-13.551768,39
61724,2,12.652031,21.062559,39
112731,2,22.829521,55.902777,39
36377,2,7.4871789999999985,-43.301432,39
109737,2,22.229008,-25.180905,39
7719,2,1.655835,44.38616500000001,39
79414,2,16.207047,67.144176,39
14382,2,3.0923380000000003,56.705719,39
24822,2,5.321278,22.096494,39
106039,2,21.478721,-21.80718,39
96441,2,19.607372,50.221103,39
28237,2,5.966571,25.953912,39
13914,2,2.986868,21.340429,39
56802,2,11.644449,-13.201943,39
78990,2,16.123424,-20.868764,39
52353,2,10.69908,65.71628,39
443,2,0.088928,-5.707618,39
12692,2,2.717451,55.106019,39
98702,2,20.04696,67.873565,39
45448,2,9.262522,-37.413144,39
29048,2,6.128233,-19.165866,39
110529,2,22.391901,-24.762661,39
96483,2,19.614847,-7.027477,39
27673,2,5.8581660000000015,39.14848,39
17440,2,3.736593,-64.806903,39
114375,2,23.165249,-22.457611,39
76829,2,15.686505,-44.661205,39
96665,2,19.653234,5.397773,39
2021,2,0.427916,-77.25424699999998,39
87846,2,17.946507,-44.342246,39
28691,2,6.057601999999998,19.690561,39
44901,2,9.147863,51.604648,39
28413,2,6.00093,-3.074253,39
53502,2,10.945289,-37.137765,39
114570,2,23.20916,49.406207,39
3801,2,0.8138920000000001,50.968168,39
73634,2,15.051683,35.205795,39
88267,2,18.025113,21.595782,39
18673,2,3.998745,-24.016215,39
20507,2,4.3946809999999985,-3.74547,39
69612,2,14.247457999999998,10.10061,39
86092,2,17.594332,-46.505684,39
2225,2,0.470454,44.394452,39
117541,2,23.837425,-9.974136,39
61317,2,12.562411,41.35748,39
45001,2,9.16567,-30.365401,39
22479,2,4.83656,-16.217159,39
59501,2,12.202581,20.542064,39
3293,2,0.700397,40.68825800000001,39
20522,2,4.397729,9.460968,39
90156,2,18.398507,58.800736,39
114119,2,23.111345,-23.743115,39
36760,2,7.560134,15.826662,39
77277,2,15.777772,62.599557,39
48615,2,9.914503,-19.00936,39
115022,2,23.295732,49.0153,39
102724,2,20.815637,46.114134,39
18543,2,3.967157,-13.508515,39
113726,2,23.032017,42.325979,39
80911,2,16.523037,-34.704366,39
18216,2,3.895195,-24.61223,39
11313,2,2.42706,50.278631,39
11249,2,2.413627,10.610565,39
45080,2,9.182804,-58.966896,39
100541,2,20.386304,5.342987,39
114924,2,23.278405,53.213476,39
92112,2,18.772849,75.433964,39
65550,2,13.437943,46.028055,39
90344,2,18.433069,65.56348,39
110532,2,22.392264,-7.194421000000001,39
112519,2,22.791378,83.15383,39
112623,2,22.809239,-51.316864,39
98353,2,19.982555,-26.195767,39
51172,2,10.45253,-31.067779,39
21683,2,4.6545830000000015,15.917977,39
44824,2,9.134133,-25.858536,39
48926,2,9.981191,-35.89097299999999,39
50933,2,10.402182,65.566423,39
47758,2,9.736694,-27.769471000000006,39
88899,2,18.148018,20.045233,39
41075,2,8.380588000000001,43.188131,39
17313,2,3.706291,33.965026,39
23430,2,5.03606,-26.275029,39
79043,2,16.134591,17.046979999999998,39
35228,2,7.280508,-67.95715200000001,39
74605,2,15.243926,67.346722,39
3300,2,0.7010810000000001,50.512526,39
85340,2,17.439504,-24.175309,39
78554,2,16.038248,22.804454,39
97118,2,19.737943,37.354355,39
13147,2,2.818169,-32.405898,39
109400,2,22.163441,72.341207,39
2900,2,0.612903,44.488587,39
58181,2,11.932892,56.59856,39
17351,2,3.713908,-37.313518,39
52468,2,10.725639,-60.566619,39
61966,2,12.699051,-59.685819,39
76852,2,15.692516,19.670401,39
51986,2,10.621717,-48.22562,39
9977,2,2.141454,37.859077,39
72659,2,14.856493,19.10046,39
70602,2,14.440935,19.2269,39
4147,2,0.8834709999999999,-1.14426,39
17593,2,3.769037,-12.101589,39
102208,2,20.709755,82.53115799999998,39
145,2,0.030402,-3.027504,39
62325,2,12.772928,9.539684,39
63355,2,12.982068,17.409446,39
76041,2,15.529718,40.899332,39
29650,2,6.2474669999999985,19.156448,39
26885,2,5.707953,1.4746290000000002,39
61295,2,12.559506,24.282984,39
22730,2,4.889659,2.508225,39
100276,2,20.339279,17.792928,39
62394,2,12.787123,11.958088,39
80179,2,16.367875,1.029039,39
4422,2,0.944432,59.18105600000001,39
24813,2,5.318995,40.099051,39
57565,2,11.799762,20.218931,39
26536,2,5.643913,30.492412,39
112948,2,22.875427,-32.875504,39
89826,2,18.331031,36.064547,39
92308,2,18.814024,-43.680047,39
37819,2,7.7542490000000015,-37.968584,39
20711,2,4.438461,22.813583,39
100965,2,20.470687,81.422708,39
61199,2,12.541134,-72.132988,39
15870,2,3.407255,20.803489000000006,39
102026,2,20.6757,-16.12418,39
88726,2,18.113858,-43.425216,39
58901,2,12.079242,-59.253287,39
69112,2,14.147498,77.547514,39
4914,2,1.050705,-4.836601,39
80582,2,16.453067,-47.554786,39
26268,2,5.5943010000000015,-4.856067,39
70306,2,14.384942,-27.754017,39
62267,2,12.760294,7.6733259999999985,39
88886,2,18.14597,20.814557,39
104963,2,21.260528,-20.651696,39
78639,2,16.053579,-49.229695,39
90905,2,18.542923,57.045599,39
57477,2,11.782116,55.62819,39
60189,2,12.34268,-22.215901,39
80650,2,16.4664,68.768137,39
25048,2,5.363448,41.804572,39
21251,2,4.5591800000000005,18.016722,39
107253,2,21.723791,38.283589,39
105570,2,21.381559,6.811139999999999,39
105186,2,21.307551,43.945945,39
101772,2,20.626116,-47.291502,39
56127,2,11.505248,-3.003501,39
117221,2,23.767234,46.420276,39
33449,2,6.954611999999999,58.422759,39
9021,2,1.935927,37.25183,39
105502,2,21.36811,19.804508,39
60009,2,12.307298,-64.00307099999999,39
45075,2,9.181941,63.513633,39
21547,2,4.626703,-2.473548,39
107533,2,21.779891,49.30957,39
12623,2,2.704144,40.193944,39
29807,2,6.275871,-35.140519,39
23522,2,5.05697,60.44224499999999,39
17529,2,3.753232,42.578549,39
82504,2,16.862573,24.656433,39
11220,2,2.406919,50.006546,39
86614,2,17.698978,72.148843,39
97290,2,19.772707,-19.761113,39
96950,2,19.708648,-16.123995999999998,39
84405,2,17.255836,-26.602829,39
54751,2,11.210005,-60.317625,39
26069,2,5.560421,-62.489825,39
9505,2,2.038359,54.487541,39
24010,2,5.161654,15.597232,39
72131,2,14.754802,-62.875648,39
60030,2,12.311199,-0.787184,39
62763,2,12.861645,27.540712,39
110023,1,22.285139,-5.387164,36
10623,1,2.279251,83.561414,36
100751,1,20.427459,-56.73509,36
117299,1,23.783866,57.451359,36
25142,1,5.380556,3.544452,36
22157,1,4.76715,11.705591,36
109111,1,22.101914,-39.543353,36
59767,1,12.255737,87.700115,36
38722,1,7.927749,19.88397,36
98438,1,20.000919,17.516510999999998,36
31125,1,6.530935,-23.418422,36
53824,1,11.012445,6.101449,36
21060,1,4.513916,-44.953749,36
22881,1,4.9218470000000005,-16.417767,36
8778,1,1.881142,-16.92925,36
37004,1,7.604792,-40.531267,36
61384,1,12.578902,70.02176999999999,36
105193,1,21.309008,61.18439300000001,36
88981,1,18.16205,-13.934435,36
113327,1,22.95125,48.684068,36
2240,1,0.474027,-39.915002,36
35415,1,7.311802,-24.954375,36
91014,1,18.566046,-33.01656,36
55797,1,11.43254,55.850459,36
33682,1,6.997378,-67.916443,36
92056,1,18.762989,74.085553,36
100261,1,20.334998,68.880317,36
81854,1,16.71838,77.513973,36
98234,1,19.962624,16.789163000000002,36
36393,1,7.489012,28.118275,36
33694,1,7.001081,76.977408,36
64417,1,13.202336,24.258027,36
38827,1,7.946313000000001,-52.98236,36
22439,1,4.828402,-13.769669,36
47701,1,9.725906,29.974473,36
10559,1,2.265635,33.358895000000004,36
69996,1,14.323396,-46.058093,36
98842,1,20.072108,-32.056296,36
14143,1,3.039588,4.352884,36
51523,1,10.522775,-53.715484,36
25278,1,5.407071,17.383534,36
84671,1,17.310275,10.864475,36
12484,1,2.677666,-54.549911,36
194,1,0.041584,8.485463000000001,36
112833,1,22.850818,85.373739,36
78012,1,15.929884,37.946958,36
33478,1,6.95942,-24.630841,36
16602,1,3.5614550000000005,57.868725,36
71865,1,14.699332,-37.793498,36
37580,1,7.7121,34.000218,36
90830,1,18.529287,-45.914814,36
60327,1,12.369675,24.773866,36
26795,1,5.690775,3.778039,36
518,1,0.104356,58.436733,36
59923,1,12.291827,28.937189,36
80197,1,16.372618,33.799052,36
33202,1,6.910732,13.177827,36
10795,1,2.316097,23.167815,36
18975,1,4.065723,8.197269,36
4572,1,0.975285,66.351793,36
80337,1,16.400354999999998,-39.19298,36
111056,1,22.498047,78.824285,36
14817,1,3.1881630000000003,39.611582,36
115142,1,23.323327,-5.124352,36
31173,1,6.540885,32.454898,36
41039,1,8.375471000000001,-48.490381,36
12832,1,2.749328,12.445761,36
108991,1,22.079839,-0.906343,36
57870,1,11.869537,-56.987741,36
90642,1,18.494717,-1.985308,36
37300,1,7.657942,17.674519,36
51635,1,10.54913,-47.003353,36
72573,1,14.838814,82.511944,36
61468,1,12.595987,-41.021945,36
42536,1,8.671553999999999,-52.921887,36
95771,1,19.478427,24.664905,36
22565,1,4.856239,18.839861,36
36896,1,7.585777999999999,30.960924,36
10054,1,2.157062,81.29594499999997,36
62683,1,12.844769,-33.999302,36
29508,1,6.216499,10.287415,36
6981,1,1.498017,18.355669,36
16244,1,3.489456,49.508948,36
37704,1,7.7352539999999985,25.784159,36
99158,1,20.130658,9.399833,36
93015,1,18.949177,-67.23349499999999,36
79867,1,16.302721,68.55454499999999,36
102388,1,20.747919,25.270617,36
105269,1,21.322828,38.237473,36
43067,1,8.772927000000001,-13.547720000000002,36
186,1,0.040046,8.956824000000003,36
67627,1,13.857205,64.723272,36
42201,1,8.604845,20.341506,36
63613,1,13.037759,-71.548855,36
22028,1,4.73555,-18.666586,36
12444,1,2.670117,-9.452875,36
14544,1,3.129817,47.308709,36
90098,1,18.387117,-61.493901,36
92382,1,18.826388,-43.434102,36
70027,1,14.329233,16.306948000000002,36
47522,1,9.688058,-23.591514,36
24799,1,5.316674,33.748394,36
66936,1,13.717698,3.537903,36
57587,1,11.806524,-10.313105,36
108952,1,22.073288,-29.91653,36
70035,1,14.331002,-61.272972,36
82321,1,16.820615,45.983323,36
26870,1,5.704893,2.367177,36
106913,1,21.652812,-27.306572,36
103635,1,20.997458,16.824342,36
13108,1,2.808913,18.28379,36
112761,1,22.836137,50.676917,36
86768,1,17.729728,-7.079608,36
3992,1,0.85509,3.38502,36
108587,1,21.997092,70.86604,36
950,1,0.195552,-35.133119,36
56253,1,11.530832,81.127257,36
1921,1,0.404348,52.019914,36
966,1,0.19891,-42.172144,36
69536,1,14.234773,12.959444,36
72370,1,14.797701000000002,-79.044751,36
8046,1,1.7221509999999998,60.551332,36
67429,1,13.819429,51.483362,36
91989,1,18.74921,-39.686188,36
102216,1,20.711025,60.601316,36
87879,1,17.951954,-13.653238,36
32578,1,6.7976800000000015,2.412159,36
105425,1,21.354611,-49.938248,36
98162,1,19.94912,-27.169899,36
101477,1,20.565297,-44.516048,36
42080,1,8.576711,65.14517,36
114,1,0.024777,30.735785,36
87544,1,17.884733999999995,-13.65023,36
4852,1,1.040674,-31.552005,36
105727,1,21.413729,80.524826,36
47205,1,9.620185,6.835802,36
24575,1,5.271708,34.312317,36
104194,1,21.110026,47.648403,36
51979,1,10.620481,-27.412634000000004,36
105229,1,21.315369,41.040518,36
88857,1,18.14132,-16.416665,36
117927,1,23.918831,7.070972,36
100435,1,20.36762,24.446099,36
62423,1,12.792873,66.790304,36
67663,1,13.863117,-46.898666,36
21296,1,4.569897,-8.231352000000001,36
42008,1,8.562077,4.757,36
82802,1,16.922825,18.433213,36
100515,1,20.382089,42.983543,36
103736,1,21.020644,43.721788,36
25918,1,5.531318,-76.340964,36
75206,1,15.368975,-47.927792,36
7506,1,1.61244,-58.270966,36
113998,1,23.086904,-17.07925,36
79320,1,16.188256,-41.11980300000001,36
19780,1,4.240404,-62.47385799999999,36
64577,1,13.236361,-19.930947,36
45496,1,9.270024,-57.541473,36
92689,1,18.887096,50.708221,36
115125,1,,,36
63117,1,12.932538,-56.83580600000001,36
91845,1,18.725348,-8.275215,36
24254,1,5.206237000000002,73.946674,36
9909,1,2.126074,66.989343,36
117887,1,23.912951,0.109309,36
19587,1,4.197761,-6.837581,36
76939,1,15.710645,-37.424935,36
62807,1,12.870071,17.073943,36
70400,1,14.403151,5.820131,36
68707,1,14.065488,4.9009730000000005,36
17717,1,3.794347,-23.874677,36
31978,1,6.682961,9.895754,36
26106,1,5.567747,-1.035726,36
29919,1,6.298563,61.515286,36
28171,1,5.952385,10.229365,36
113503,1,22.986615,11.728844,36
83262,1,17.017667000000007,-4.222644,36
46371,1,9.45511,-22.343783,36
97757,1,19.866408,47.02733900000001,36
30104,1,6.335018,-48.741093,36
9589,1,2.053236,0.12850699999999998,36
107930,1,21.866954,55.796743000000006,36
83313,1,17.026767,33.56827,36
35699,1,7.3657949999999985,20.443658,36
30093,1,6.333222,-2.944493,36
21928,1,4.715089,43.365138,36
56997,1,11.684171,34.201635,36
113501,1,22.986209,52.65453,36
35987,1,7.416161,11.669524,36
68763,1,14.074160999999998,-14.971708,36
52980,1,10.838349,-8.897763000000003,36
75501,1,15.422285,-38.73362,36
10340,1,2.220369,44.231652,36
24294,1,5.213369,-6.05719,36
64557,1,13.232698,-43.139107,36
91792,1,18.71726,-71.428113,36
80945,1,16.528269,-41.817145,36
88404,1,18.051367000000006,-8.180349,36
79599,1,16.241357,-21.107636,36
97783,1,19.870001,-19.044991,36
1657,1,0.345978,32.911186,36
91975,1,18.747205,2.060038,36
62732,1,12.854994,-60.329789,36
101936,1,20.656914,0.486445,36
58642,1,12.024784,-57.503777,36
103512,1,20.971505,8.51535,36
22263,1,4.793413,-16.934456,36
115746,1,23.44999,87.30750400000002,36
56986,1,11.681568,-62.090101,36
6732,1,1.44491,19.240422,36
38048,1,7.799089,-12.192705,36
42146,1,8.591166000000001,-7.982292,36
29860,1,6.287816,5.100112,36
93717,1,19.082687,-4.03142,36
71295,1,14.580758,-20.439381,36
101724,1,20.619673,-1.311014,36
40702,1,8.308703,-76.919722,36
15457,1,3.322693,3.370198,36
89153,1,18.19537,-23.701235,36
11279,1,2.421119,56.609823,36
113996,1,23.086052,-7.693801,36
58386,1,11.971927,32.330647,36
87072,1,17.792673999999995,-27.830788,36
34033,1,7.060575999999998,10.951817,36
108022,1,21.88438,25.92514,36
58082,1,11.911816,-25.713887,36
115833,1,23.466858,-35.54448499999999,36
20732,1,4.443437,14.713782,36
16599,1,3.560855,54.97485699999999,36
14844,1,3.195229,81.47071,36
664,1,0.136693,-2.447711,36
65420,1,13.40923,-5.16401,36
1465,1,0.304791,11.206214,36
46515,1,9.487423,-35.951335,36
38319,1,7.8506550000000015,33.233653000000004,36
105898,1,21.447668,48.835168,36
9586,1,2.052914,73.85056999999998,36
36211,1,7.457178,66.331571,36
15737,1,3.379234,20.742069,36
1402,1,0.292417,-19.051092,36
60816,1,12.465415,-8.677994,36
3455,1,0.7365,-10.60955,36
60059,1,12.316608,-55.143002,36
109199,1,22.120864,-22.240668,36
21763,1,4.6740309999999985,-19.671493,36
37504,1,7.697004,-72.606098,36
117447,1,23.813937,62.214516,36
103004,1,20.868801,27.096979,36
98526,1,20.016383,8.557735000000001,36
70300,1,14.383956,-39.511819,36
4510,1,0.963931,28.992217,36
2663,1,0.56217,-35.002078000000004,36
80181,1,16.368287,30.891996,36
8814,1,1.888152,40.72979,36
57646,1,11.820774,16.242882,36
61740,1,12.654102,-7.995564,36
60019,1,12.308922,-8.904421000000003,36
80569,1,16.450398999999994,-18.456251,36
55581,1,11.385596,-56.779355,36
51839,1,10.591166,-78.607786,36
74006,1,15.123874,-49.088612,36
71040,1,14.528567,60.225636,36
72631,1,14.850298,-2.29915,36
58758,1,12.050447,-63.31293,36
105858,1,21.440705,-65.366198,36
71115,1,14.542374,22.260059,36
19799,1,4.243398,10.011406,36
78661,1,16.058718,76.793939,36
95564,1,19.438654,-21.776693,36
15444,1,3.3187870000000004,50.094966,36
107901,1,21.861595,-18.62294,36
101756,1,20.623217,38.328665,36
107797,1,21.836939,-16.844914000000006,36
70931,1,14.505823,-49.519018,36
95503,1,19.424906,-23.962457,36
110000,1,22.280012,-12.831436,36
58858,1,12.071277,21.459153,36
25861,1,5.520703,3.292133,36
77060,1,15.734556,-15.672834,36
19740,1,4.232329,9.263824,36
9677,1,2.074844,-29.296819,36
60880,1,12.477265,26.226959,36
1366,1,0.28486300000000003,38.681636,36
114162,1,23.119459,52.816601,36
116118,1,23.528345,-21.369457,36
36284,1,7.4693869999999984,8.92553,36
1473,1,0.305463,36.785224,36
19811,1,4.248143,40.483671,36
86170,1,17.609121,-38.635308,36
27971,1,5.9160629999999985,59.888367,36
99825,1,20.254806,-27.032977,36
44504,1,9.066778,54.283887,36
26093,1,5.565079,14.305578,36
101868,1,20.642198,24.115958,36
