star_ID,count,ra,dec,size,culture
46880,1,9.553461,-21.115722,36,korean
70327,1,14.389638,8.446617,36,korean
81673,1,16.684604999999998,36.201194,36,ojibwe
31646,1,6.623345,6.135382,36,northern_andes
100062,1,20.300388,-21.80996,36,chinese_medieval
65245,1,13.370854999999999,30.291938000000002,36,boorong
38835,1,7.94765,-22.880119,36,dakota
79524,1,16.227875,-21.39996,36,korean
103571,1,20.984753,4.29461,36,egyptian
13339,1,2.8615939999999997,46.841939,36,tukano
33817,1,7.02048,-25.948716,36,boorong
109592,1,22.20056,60.759094999999995,36,korean
89401,1,18.244723999999998,56.588238,36,chinese_medieval
113638,1,23.014677,-52.754137,36,western
52911,1,10.820953,10.545202,36,chinese_medieval
87836,1,17.944955,-28.065394,36,chinese_medieval
111539,1,22.59689,-17.460424,36,chinese_medieval
29843,1,6.284331,-22.715229,36,chinese_medieval
50954,1,10.406592,-74.031612,36,tupi
56901,1,11.664201,-14.468529,36,seleucid
17954,1,3.838593,25.579362,36,korean
109624,1,22.207155,-14.193957000000001,36,chinese_medieval
13367,1,2.866319,68.888497,36,chinese_medieval
67057,1,13.741617999999999,-16.179072,36,chinese_medieval
80862,1,16.51226,-4.082578,36,navajo
5589,1,1.1948290000000001,65.018854,36,tupi
81641,1,16.677413,4.219789,36,chinese_medieval
114421,1,23.172639999999998,-45.246711,36,western
108294,1,21.939659,-37.253655,36,chinese_medieval
69226,1,14.173314999999999,25.091677,36,korean
25541,1,5.4608019999999975,34.475892,36,chinese_medieval
91105,1,18.583998,-10.977205999999999,36,northern_andes
27588,1,5.841673999999999,2.0247,36,boorong
103359,1,20.940407,50.728598,36,armintxe
64839,1,13.291754999999998,52.20747100000001,36,navajo
78914,1,16.108176,-45.173185,36,korean
32402,1,6.764922,-52.409690999999995,36,boorong
88839,1,18.134716,-28.457093,36,chinese_medieval
107409,1,21.755198,-49.498761,36,chinese_medieval
63948,1,13.105901,21.153397000000002,36,tukano
76371,1,15.598126,-44.958389000000004,36,chinese_medieval
118243,1,23.983482000000002,55.754928,36,korean
48002,1,9.785036,-65.072007,36,tupi
25473,1,5.447286,3.0956740000000003,36,lokono
93056,1,18.954975,-44.301365999999994,36,japanese_moon_stations
60771,1,12.456899,-63.788986,36,northern_andes
62327,1,12.772981,-56.488815,36,chinese_medieval
39794,1,8.132173,-68.617062,36,western
7981,1,1.7082700000000002,20.268504,36,chinese_medieval
5936,1,1.271922,33.11472,36,chinese_medieval
96052,1,19.529533999999998,34.452968,36,chinese_medieval
104974,1,21.262456,-15.1715,36,korean
12107,1,2.600013,-7.831597,36,korean
77655,1,15.85387,35.657382,36,chinese_medieval
27468,1,5.816935,24.567535,36,korean
88012,1,17.977514000000006,-28.759089000000003,36,chinese_medieval
20354,1,4.359211,46.49887800000001,36,korean
96100,1,19.539149,69.661175,36,korean
23362,1,5.023772,-20.051918,36,chinese_medieval
16245,1,3.489558,-62.937527,36,boorong
2876,1,0.607595,60.32621500000001,36,tukano
94083,1,19.152716,76.560502,36,chinese_medieval
9009,1,1.9333369999999999,68.685242,36,chinese_medieval
59282,1,12.160779,-58.34965500000001,36,northern_andes
813,1,0.167278,11.145813,36,chinese_medieval
101164,1,20.505551,49.78017,36,armintxe
26518,1,5.639371,8.48731,36,lokono
80682,1,16.472542999999998,67.044,36,chinese_medieval
16281,1,3.49854,58.87875,36,tukano
14240,1,3.060239,-59.737775,36,western
88866,1,18.143,-63.668553,36,western
5165,1,1.101407,-46.718414,36,western
42834,1,8.727853999999999,-49.822802,36,tupi
105334,1,21.335967999999998,-45.021893,36,chinese_medieval
62227,1,12.753915,-62.21765799999999,36,northern_andes
62223,1,12.752174,45.440256,36,navajo
60308,1,12.365953,-56.374385,36,boorong
102395,1,20.749314000000002,-66.203212,36,western
34798,1,7.2033929999999975,-25.942588,36,boorong
79788,1,16.283110999999998,-20.104088,36,korean
40881,1,8.342260000000001,24.022314,36,chinese_medieval
25353,1,5.422263,-12.554091,36,macedonian
90037,1,18.371828,-38.656894,36,lokono
106429,1,21.556534,-44.8487,36,chinese_medieval
13055,1,2.796568,81.448475,36,chinese_medieval
765,1,0.156836,-45.747426000000004,36,western
34802,1,7.2043919999999995,-40.498808000000004,36,chinese_medieval
21239,1,4.556135,-10.785333,36,chinese_medieval
63432,1,12.998664999999999,66.597272,36,korean
88258,1,18.023089000000002,-17.156868,36,northern_andes
84720,1,17.317655,-46.636235,36,chinese_medieval
47168,1,9.611903,31.16173400000001,36,chinese_medieval
2142,1,0.452034,80.052141,36,chinese_medieval
50066,1,10.222069,-27.028890999999998,36,chinese_medieval
88116,1,17.996543,-23.816132999999997,36,chinese_medieval
56078,1,11.494061,-24.464011,36,chinese_medieval
31789,1,6.6469949999999995,39.902559000000004,36,chinese_medieval
90139,1,18.394967,21.769752,36,korean
24607,1,5.278067,1.947328,36,lokono
43,1,0.008593,59.559679,36,tukano
47654,1,9.715895,72.252618,36,korean
102453,1,20.761043,30.719715,36,korean
78459,1,16.017412,33.303509000000005,36,chinese_medieval
34814,1,7.206716,-27.474758,36,boorong
21139,1,4.531296,-0.044011,36,chinese_medieval
30788,1,6.469503,-32.58007,36,chinese_medieval
8837,1,1.894102,-46.302669,36,western
6242,1,1.334699,58.231611,36,korean
23166,1,4.983713,-16.376027,36,korean
87728,1,17.919762,72.005127,36,korean
48833,1,9.96141,41.055633,36,korean
101384,1,20.547877,-24.943829,36,chinese_medieval
96440,1,19.607243,-18.852921,36,arabic_moon_stations
88550,1,18.080662,-35.901441999999996,36,chinese_medieval
18597,1,3.9790949999999996,-61.400185,36,western
59872,1,12.278914,-2.7395490000000002,36,navajo
29151,1,6.149418,2.499692,36,western
27100,1,5.7462230000000005,-65.73552600000001,36,western
102589,1,20.790149,36.490717,36,armintxe
37331,1,7.663458,-72.581916,36,boorong
59856,1,12.275039999999999,33.061527000000005,36,chinese_medieval
86201,1,17.615859,68.75797,36,korean
63950,1,13.106278,22.616187,36,boorong
21029,1,4.509342,16.194014000000006,36,korean
14862,1,3.198957,74.393659,36,chinese_medieval
57439,1,11.775232,-61.178398,36,chinese_medieval
59996,1,12.304692999999999,-63.28014200000001,36,northern_andes
68184,1,13.958910999999999,61.492861,36,chinese_medieval
37379,1,7.673114,-15.26392,36,chinese_medieval
47594,1,9.704137,69.237537,36,korean
88528,1,18.077835999999998,23.941999,36,romanian
6312,1,1.35145,64.65813100000001,36,chinese_medieval
10320,1,2.21513,-30.723825,36,chinese_medieval
107472,1,21.767879,22.94888,36,korean
59468,1,12.19755,25.870279999999998,36,chinese_medieval
2661,1,0.561401,-29.558278,36,chinese_medieval
60998,1,12.501868,69.201123,36,korean
65593,1,13.448922,-41.497562,36,chinese_medieval
55756,1,11.424852,-36.063062,36,korean
90191,1,18.40383,39.507239,36,korean
22834,1,4.913273,7.779097,36,kamilaroi
63802,1,13.076905,-61.710283,36,northern_andes
84105,1,17.194077,-48.873399,36,chinese_medieval
109056,1,22.092964000000002,28.963981,36,chinese_medieval
20635,1,4.422822,22.293874,36,chinese_medieval
71832,1,14.694097,8.161764,36,romanian
2210,1,0.4654720000000001,-33.007166999999995,36,chinese_medieval
91217,1,18.607731,9.122491,36,korean
107089,1,21.691253,-77.390046,36,western
99655,1,20.223288,56.567721999999996,36,armintxe
32883,1,6.85197,-47.326046999999996,36,kamilaroi
98571,1,20.022655,50.104695,36,armintxe
6502,1,1.391933,-30.945617,36,chinese_medieval
88331,1,18.039735999999998,20.833632,36,chinese_medieval
82273,1,16.811076999999994,-69.027715,36,western
78105,1,15.948193,-33.966134000000004,36,korean
69929,1,14.310626999999998,-18.715968,36,chinese_medieval
29941,1,6.303813,-19.966974,36,korean
72010,1,14.727623999999999,-35.173655,36,chinese_medieval
90441,1,18.453475,0.196108,36,northern_andes
92488,1,18.849586,-9.774096,36,chinese_medieval
57669,1,11.828077,-63.78847800000001,36,chinese_medieval
92512,1,18.853348,59.388351,36,korean
71876,1,14.700889000000002,61.26191600000001,36,chinese_medieval
74117,1,15.147394,-45.279857,36,chinese_medieval
30972,1,6.500826999999999,46.685553999999996,36,chinese_medieval
48341,1,9.853898,-4.24335,36,chinese_medieval
51576,1,10.533743,-61.685331999999995,36,korean
6522,1,1.3963370000000002,78.726056,36,chinese_medieval
26762,1,5.684888,0.337753,36,boorong
94727,1,19.275287,4.834795,36,chinese_medieval
6706,1,1.437573,19.172345999999997,36,dakota
31278,1,6.560534,-1.2201540000000002,36,northern_andes
43142,1,8.787496,-1.8970330000000002,36,chinese_medieval
667,1,0.137128,29.732273,36,indian
113186,1,22.92046400000001,8.816166,36,korean
80016,1,16.33344,-9.850982,36,navajo
4475,1,0.955435,61.42189499999999,36,tukano
84500,1,17.275477,1.210545,36,chinese_medieval
53807,1,11.009347,3.617494,36,korean
83153,1,16.993069000000002,-53.160438,36,tupi
98495,1,20.009845000000002,-72.910504,36,western
69829,1,14.291236999999999,15.263379999999998,36,chinese_medieval
26882,1,5.707347,65.697649,36,chinese_medieval
57791,1,11.85062,-5.333332,36,seleucid
86399,1,17.654427,30.253358000000002,36,egyptian
37891,1,7.765797,-14.563804999999999,36,chinese_medieval
22678,1,4.877218,36.703187,36,korean
84402,1,17.255635,-14.58414,36,korean
133,1,0.02823,-40.148702,36,chinese_medieval
102531,1,20.777462,16.124133999999998,36,armintxe
73937,1,15.109222,-30.918483000000002,36,chinese_medieval
102611,1,20.794,16.238441,36,boorong
24951,1,5.3442120000000015,46.963783,36,macedonian
37229,1,7.6471860000000005,-26.803835999999997,36,dakota
59273,1,,,36,seleucid
73497,1,15.022174,-2.754927,36,romanian
12621,1,2.703739,42.777947999999995,36,korean
61719,1,12.650606,22.659497,36,tukano
80212,1,16.374741,-43.912051,36,chinese_medieval
67848,1,13.897507000000001,53.72867700000001,36,navajo
88326,1,18.039510999999997,-12.318373,36,northern_andes
82037,1,16.758243,1.020161,36,chinese_medieval
20901,1,4.480601,13.047602000000001,36,korean
106907,1,21.651697,-33.678856,36,chinese_medieval
102487,1,20.769441,-21.514032,36,chinese_medieval
111170,1,22.521753,-6.5551509999999995,36,chinese_medieval
107517,1,21.775582999999997,-11.365953999999999,36,korean
117756,1,23.880702,-8.996756,36,romanian
109556,1,22.191828,59.414488,36,korean
29711,1,6.258243,-4.914719,36,kamilaroi
52730,1,10.780024000000001,-69.209786,36,kamilaroi
72290,1,14.783694,-52.383518,36,chinese_medieval
60000,1,12.305812,-79.31224,36,western
100738,1,20.424119,-28.663269,36,chinese_medieval
10642,1,2.283068,-6.422116,36,romanian
26126,1,5.571326,3.766895,36,lokono
4283,1,0.914667,83.707435,36,chinese_medieval
65721,1,13.473837,13.778787,36,korean
51384,1,10.495037,84.252009,36,chinese_medieval
61611,1,12.625697,53.753177,36,navajo
9990,1,2.144606,58.423601,36,tukano
16641,1,3.568993,17.832828,36,seleucid
61789,1,12.664594000000001,-39.987302,36,chinese_medieval
24927,1,5.340811,-21.239763,36,chinese_medieval
