star,name,ra,dec,culture,total_culture_names,color
26634,Phaet,5.660817,-34.074108,western,876,#5bc4c7
26634,Phact,5.660817,-34.074108,western,876,#5bc4c7
4587,Alnitham IV,0.978852,-11.379975,western,876,#5bc4c7
4371,Alnitham III,0.9337469999999999,-11.266525999999999,western,876,#5bc4c7
3909,Alnitham II,0.835443,-10.644326,western,876,#5bc4c7
3455,Alnitham I,0.7365,-10.60955,western,876,#5bc4c7
9347,Al Naymat III,2.000084,-21.077831,western,876,#5bc4c7
8102,Al Naymat II,1.734479,-15.937479999999999,western,876,#5bc4c7
11783,Sadr al Kaitos II,2.534786,-15.244677,western,876,#5bc4c7
11345,Sadr al Kaitos I,2.432501,-12.29048,western,876,#5bc4c7
12770,Sadr al Kaitos IV,2.735375,-13.858695999999998,western,876,#5bc4c7
11484,Al Kaff al Jidhmah II,2.4693169999999998,8.460054,western,876,#5bc4c7
12828,Al Kaff al Jidhmah IV,2.749039,10.114146,western,876,#5bc4c7
10826,Mira,2.3224419999999997,-2.977643,western,876,#5bc4c7
6537,Al Naymat I,1.40039,-8.183257000000001,western,876,#5bc4c7
12390,Sadr al Kaitos III,2.659398,-11.872156,western,876,#5bc4c7
12387,Al Kaff al Jidhmah III,2.658044,0.328511,western,876,#5bc4c7
13954,Menkab,2.99525,8.907364999999997,western,876,#5bc4c7
13954,Menkar,2.99525,8.907364999999997,western,876,#5bc4c7
1562,Deneb Kaitos,0.323799,-8.823921,western,876,#5bc4c7
1562,Schemali,0.323799,-8.823921,western,876,#5bc4c7
1562,Deneb Kaitos Shemali,0.323799,-8.823921,western,876,#5bc4c7
5364,Deneb Algenubi,1.1431639999999998,-10.182264,western,876,#5bc4c7
5364,Dheneb,1.1431639999999998,-10.182264,western,876,#5bc4c7
12706,Kafalgidma,2.721678,3.235818,western,876,#5bc4c7
12706,Al Kaff al Jidhmah,2.721678,3.235818,western,876,#5bc4c7
12706,Kaffaljidhma,2.721678,3.235818,western,876,#5bc4c7
71683,Toliman,14.660765,-60.833976,western,876,#5bc4c7
71683,Rigil Kentaurus,14.660765,-60.833976,western,876,#5bc4c7
1415,Pearce's Star,0.295295,51.43309,western,876,#5bc4c7
30122,Furud,6.338553,-30.063367,western,876,#5bc4c7
100027,Prima Giedi,20.29413,-12.508212,western,876,#5bc4c7
36208,Luyten's Star,7.456805,5.225785,western,876,#5bc4c7
36188,Gomelza,7.452512,8.289315,western,876,#5bc4c7
36188,Algomeyla,7.452512,8.289315,western,876,#5bc4c7
36188,Gomeisa,7.452512,8.289315,western,876,#5bc4c7
37279,Antecanis,7.655033,5.224993,western,876,#5bc4c7
37279,Elgomaisa,7.655033,5.224993,western,876,#5bc4c7
37279,Procyon,7.655033,5.224993,western,876,#5bc4c7
33856,Unurgunite,7.028652,-27.934829999999998,western,876,#5bc4c7
33977,Al Zara,7.0504089999999975,-23.833291,western,876,#5bc4c7
33152,Udra,6.902209,-24.184210999999998,western,876,#5bc4c7
33345,Isis,6.935179,-14.043429999999999,western,876,#5bc4c7
35904,Aludra,7.401584,-29.303103999999998,western,876,#5bc4c7
33579,Adhara,6.9770970000000005,-28.972084000000002,western,876,#5bc4c7
4422,Castula,0.9444319999999999,59.18105600000001,western,876,#5bc4c7
34444,Alwazn,7.139857000000001,-26.3932,western,876,#5bc4c7
34444,Wezen,7.139857000000001,-26.3932,western,876,#5bc4c7
34045,Isis,7.062637,-15.633285999999998,western,876,#5bc4c7
34045,Mirza,7.062637,-15.633285999999998,western,876,#5bc4c7
34045,Muliphein,7.062637,-15.633285999999998,western,876,#5bc4c7
30324,Murzam,6.378329,-17.955918,western,876,#5bc4c7
30324,Murzim,6.378329,-17.955918,western,876,#5bc4c7
30324,Mirzam,6.378329,-17.955918,western,876,#5bc4c7
32349,Aschere,6.7524809999999995,-16.716116,western,876,#5bc4c7
32349,Canicula,6.7524809999999995,-16.716116,western,876,#5bc4c7
32349,Sirius,6.7524809999999995,-16.716116,western,876,#5bc4c7
62223,La Superba,12.752174,45.440256,western,876,#5bc4c7
61317,Chara,12.562411,41.357479999999995,western,876,#5bc4c7
100064,Algedi,20.300904,-12.544852,western,876,#5bc4c7
100064,Secunda Giedi,20.300904,-12.544852,western,876,#5bc4c7
100345,Dabih,20.350187,-14.781367000000001,western,876,#5bc4c7
100345,Dabih Major,20.350187,-14.781367000000001,western,876,#5bc4c7
2920,Fulu,0.616188,53.896908999999994,western,876,#5bc4c7
4427,Navi,0.9451430000000001,60.71674,western,876,#5bc4c7
5336,Al Marfak,1.137477,54.92034,western,876,#5bc4c7
5336,Marfak-West,1.137477,54.92034,western,876,#5bc4c7
5336,Marfak,1.137477,54.92034,western,876,#5bc4c7
5542,Marfak-East,1.185017,55.149901,western,876,#5bc4c7
5542,Marfak,1.185017,55.149901,western,876,#5bc4c7
8886,Segin,1.906584,63.670101,western,876,#5bc4c7
3821,Achird,0.81826,57.815187,western,876,#5bc4c7
6686,Ksora,1.430216,60.235282999999995,western,876,#5bc4c7
6686,Ruchbah,1.430216,60.235282999999995,western,876,#5bc4c7
746,Caph,0.152887,59.14978000000001,western,876,#5bc4c7
3179,Shedir,0.6751159999999999,56.53733100000001,western,876,#5bc4c7
3179,Shedar,0.6751159999999999,56.53733100000001,western,876,#5bc4c7
55042,Innes' Star,11.267069000000001,-57.54766899999999,western,876,#5bc4c7
45556,Scutulum,9.284838,-59.275229,western,876,#5bc4c7
45556,Turais,9.284838,-59.275229,western,876,#5bc4c7
45556,Aspidiske,9.284838,-59.275229,western,876,#5bc4c7
41037,Avior,8.375236,-59.509482999999996,western,876,#5bc4c7
45238,Miaplacidus,9.220041,-69.717208,western,876,#5bc4c7
30438,Suhel,6.399195,-52.69566,western,876,#5bc4c7
30438,Canopus,6.399195,-52.69566,western,876,#5bc4c7
100310,Al Shat,20.344393,-12.75908,western,876,#5bc4c7
100310,Alshat,20.344393,-12.75908,western,876,#5bc4c7
107556,Deneb Algedi,21.784011,-16.127285999999998,western,876,#5bc4c7
106985,Nashira,21.668181,-16.662308,western,876,#5bc4c7
100325,Dabih Minor,20.346263,-14.784892000000001,western,876,#5bc4c7
76333,Zubenelhakrabi,15.592104999999998,-14.789537,western,876,#5bc4c7
677,Sirrah,0.139791,29.090432,western,876,#5bc4c7
88635,Nash,18.096803,-30.424090999999997,western,876,#5bc4c7
9487,Al Rescha,2.0341169999999997,2.763759,western,876,#5bc4c7
2081,Nair al Zaurak,0.4380560000000001,-42.305981,western,876,#5bc4c7
5165,Alrial III,1.101407,-46.718414,western,876,#5bc4c7
6867,Alrial V,1.472759,-43.318234000000004,western,876,#5bc4c7
2071,Alrial I,0.4366600000000001,-51.639131,western,876,#5bc4c7
3245,Alrial II,0.688766,-46.085007,western,876,#5bc4c7
5862,Alrial IV,1.2530430000000001,-45.531664,western,876,#5bc4c7
5348,Wurren,1.139742,-55.24576,western,876,#5bc4c7
24186,Kapteyn's Star,5.1941690000000005,-45.018417,western,876,#5bc4c7
9487,Alrescha,2.0341169999999997,2.763759,western,876,#5bc4c7
9487,Alrischa,2.0341169999999997,2.763759,western,876,#5bc4c7
93864,Namalsadirah II,19.11567,-27.670423,western,876,#5bc4c7
3829,van Maanen's Star,0.819416,5.38861,western,876,#5bc4c7
3829,van Maanen 2,0.819416,5.38861,western,876,#5bc4c7
8198,Torcular,1.756564,9.157736,western,876,#5bc4c7
8198,Torcularis Septentrionalis,1.756564,9.157736,western,876,#5bc4c7
7097,Alpherg,1.524725,15.345823000000001,western,876,#5bc4c7
7097,Kullat Nunu,1.524725,15.345823000000001,western,876,#5bc4c7
113889,Fumalsamakah,23.064615,3.820045,western,876,#5bc4c7
113889,Fum al Samakah,23.064615,3.820045,western,876,#5bc4c7
3786,Kuton I,0.811373,7.585078999999999,western,876,#5bc4c7
2081,Ankaa,0.4380560000000001,-42.305981,western,876,#5bc4c7
22365,Bidelman's Peculiar Star,4.814819,43.275585,western,876,#5bc4c7
10729,Misam al Thurayya I,2.301275,57.516321,western,876,#5bc4c7
14668,Misam,3.158258,44.857544,western,876,#5bc4c7
112447,Suudalnujum,22.778216,12.172888,western,876,#5bc4c7
112051,Sadalmatar,22.695947,29.307640999999997,western,876,#5bc4c7
115623,Alkarab,23.422992999999998,23.404101,western,876,#5bc4c7
15863,Mirfak,3.405378,49.86118,western,876,#5bc4c7
15863,Algenib,3.405378,49.86118,western,876,#5bc4c7
15863,Marfak,3.405378,49.86118,western,876,#5bc4c7
15863,Alchemb,3.405378,49.86118,western,876,#5bc4c7
14576,Algol,3.136148,40.955648,western,876,#5bc4c7
14576,Gorgonea Prima,3.136148,40.955648,western,876,#5bc4c7
14576,Gorgona,3.136148,40.955648,western,876,#5bc4c7
18614,Menkib,3.98275,35.791033,western,876,#5bc4c7
17448,Atik,3.7386480000000004,32.288247999999996,western,876,#5bc4c7
17448,Ati,3.7386480000000004,32.288247999999996,western,876,#5bc4c7
17448,Alatik,3.7386480000000004,32.288247999999996,western,876,#5bc4c7
18246,Atik,3.9022,31.883634999999998,western,876,#5bc4c7
13879,Gorgonea Secunda,2.979352,39.662728,western,876,#5bc4c7
14354,Gorgonea Tertia,3.0862700000000003,38.840274,western,876,#5bc4c7
14817,Gorgonea Quarta,3.1881630000000003,39.611582,western,876,#5bc4c7
13268,Miram,2.844945,55.895495999999994,western,876,#5bc4c7
5737,Revati,1.2288569999999999,7.575353999999999,western,876,#5bc4c7
5737,Kuton II,1.2288569999999999,7.575353999999999,western,876,#5bc4c7
5743,Kuton III,1.2292399999999999,7.578261,western,876,#5bc4c7
89931,Kaus Meridionalis,18.3499,-29.828103000000002,western,876,#5bc4c7
90185,Kaus Australis,18.402867999999998,-34.384615999999994,western,876,#5bc4c7
93506,Ascella,19.043532,-29.880105,western,876,#5bc4c7
90496,Kaus Borealis,18.466179,-25.4217,western,876,#5bc4c7
90496,Al Thalimain,18.466179,-25.4217,western,876,#5bc4c7
92855,Nunki,18.92109,-26.296721999999995,western,876,#5bc4c7
92855,Sadira,18.92109,-26.296721999999995,western,876,#5bc4c7
89341,Polis,18.229392,-21.058834,western,876,#5bc4c7
89341,Al Thalimain,18.229392,-21.058834,western,876,#5bc4c7
89341,Alnam,18.229392,-21.058834,western,876,#5bc4c7
94141,Al Baldah,19.162731,-21.023615,western,876,#5bc4c7
98066,Terebellum,19.930651,-26.299506,western,876,#5bc4c7
98066,Terebellum I,19.930651,-26.299506,western,876,#5bc4c7
98162,Terebellum II,19.94912,-27.169898999999997,western,876,#5bc4c7
98353,Terebellum III,19.982554999999998,-26.195767,western,876,#5bc4c7
98688,Terebellum IV,20.044299,-27.709845,western,876,#5bc4c7
89642,Hamalwarid,18.293793,-36.761686,western,876,#5bc4c7
89642,Arkab,18.293793,-36.761686,western,876,#5bc4c7
92761,Ainalrami,18.902827,-22.744834,western,876,#5bc4c7
92761,Ain al Rami I,18.902827,-22.744834,western,876,#5bc4c7
89931,Media,18.3499,-29.828103000000002,western,876,#5bc4c7
89931,Kaus Media,18.3499,-29.828103000000002,western,876,#5bc4c7
113368,Fomalhaut,22.960838,-29.622235999999997,western,876,#5bc4c7
88635,El Nasl,18.096803,-30.424090999999997,western,876,#5bc4c7
113368,Thalim,22.960838,-29.622235999999997,western,876,#5bc4c7
113368,Os Piscis Meridiani,22.960838,-29.622235999999997,western,876,#5bc4c7
113368,Os Piscis Notii,22.960838,-29.622235999999997,western,876,#5bc4c7
111188,Fum al Hui,22.52509,-32.346073,western,876,#5bc4c7
39429,Naos,8.059737,-40.003147999999996,western,876,#5bc4c7
39429,Suhail Hadar,8.059737,-40.003147999999996,western,876,#5bc4c7
39757,Tureis,8.125736999999999,-24.304323999999998,western,876,#5bc4c7
35488,Bernes 135,7.324517,-44.586467999999996,western,876,#5bc4c7
38170,Azmidi,7.8215710000000005,-24.859786,western,876,#5bc4c7
38170,Asmidiske,7.8215710000000005,-24.859786,western,876,#5bc4c7
96757,Sham,19.668275,18.01389,western,876,#5bc4c7
95347,Rukbat,19.398103,-40.61594,western,876,#5bc4c7
95347,Alrami,19.398103,-40.61594,western,876,#5bc4c7
95241,Arkab Prior,19.377303,-44.458965,western,876,#5bc4c7
95241,Arkab,19.377303,-44.458965,western,876,#5bc4c7
95294,Arkab Posterior,19.386976,-44.799778,western,876,#5bc4c7
88635,Alnasl,18.096803,-30.424090999999997,western,876,#5bc4c7
88635,Nushaba,18.096803,-30.424090999999997,western,876,#5bc4c7
88635,Al Nasl,18.096803,-30.424090999999997,western,876,#5bc4c7
109068,Fum al Faras,22.094653,5.05853,western,876,#5bc4c7
112440,Sadalnazi,22.775520999999998,23.565654000000002,western,876,#5bc4c7
113357,Helvetios,22.95777,20.768832,western,876,#5bc4c7
31646,Plaskett's Star,6.623345,6.135382,western,876,#5bc4c7
104382,Polaris Australis,21.146119,-88.956499,western,876,#5bc4c7
86032,Rasalhague,17.582241,12.560035000000001,western,876,#5bc4c7
86742,Cebalrai,17.724543,4.567303,western,876,#5bc4c7
79593,Yed Prior,16.239094,-3.6943230000000002,western,876,#5bc4c7
79593,Yad,16.239094,-3.6943230000000002,western,876,#5bc4c7
79882,Yed Posterior,16.305358,-4.692511,western,876,#5bc4c7
84012,Sabik,17.172968,-15.724910000000001,western,876,#5bc4c7
80883,Marfik,16.515229,1.9839229999999999,western,876,#5bc4c7
87108,Muliphen,17.798211,2.707276,western,876,#5bc4c7
87937,Barnard's Star,17.963472,4.693388,western,876,#5bc4c7
81377,Saik,16.619316,-10.567089999999999,western,876,#5bc4c7
84970,Garafsa,17.366827,-24.999545,western,876,#5bc4c7
84893,Aggia,17.350101000000002,-21.112932999999998,western,876,#5bc4c7
86777,Iron Star,17.73236,-6.269097,western,876,#5bc4c7
27989,Betelgeuse,5.919529,7.407063000000001,western,876,#5bc4c7
27989,Al Mankib,5.919529,7.407063000000001,western,876,#5bc4c7
27989,Betelgeux,5.919529,7.407063000000001,western,876,#5bc4c7
27989,Martial Star,5.919529,7.407063000000001,western,876,#5bc4c7
27989,Mirzam,5.919529,7.407063000000001,western,876,#5bc4c7
30089,Red Rectangle,6.332838,-10.637414,western,876,#5bc4c7
91973,Nasr Alwaki II,18.746722000000002,37.59461500000001,western,876,#5bc4c7
24436,Algebar,5.242298,-8.20164,western,876,#5bc4c7
91971,Nasr Alwaki I,18.746209,37.60511500000001,western,876,#5bc4c7
76333,Zuben Elakrab,15.592104999999998,-14.789537,western,876,#5bc4c7
76333,Zuben Hakraki,15.592104999999998,-14.789537,western,876,#5bc4c7
73945,Zuben Hakrabi,15.110444000000001,-16.256818,western,876,#5bc4c7
41075,Alsciaukat,8.380588000000001,43.188131,western,876,#5bc4c7
41075,Mabsuthat,8.380588000000001,43.188131,western,876,#5bc4c7
41075,Shaukah,8.380588000000001,43.188131,western,876,#5bc4c7
33485,Dolones X,6.960309,45.094094,western,876,#5bc4c7
91262,Vega,18.61564,38.783691999999995,western,876,#5bc4c7
91262,Fidis,18.61564,38.783691999999995,western,876,#5bc4c7
91262,Wega,18.61564,38.783691999999995,western,876,#5bc4c7
92420,Sheliak,18.834665,33.362667,western,876,#5bc4c7
93194,Sulafat,18.982395,32.689557,western,876,#5bc4c7
93194,Jugum,18.982395,32.689557,western,876,#5bc4c7
94481,Aladfar,19.229302,39.145967999999996,western,876,#5bc4c7
90191,Al Athfar,18.40383,39.507239,western,876,#5bc4c7
90191,Alathfar,18.40383,39.507239,western,876,#5bc4c7
90191,Athfar,18.40383,39.507239,western,876,#5bc4c7
91919,Double Double I,18.738984,39.670123,western,876,#5bc4c7
91926,Double Double II,18.739660999999998,39.612721,western,876,#5bc4c7
24436,Rigel,5.242298,-8.20164,western,876,#5bc4c7
25336,Bellatrix,5.418851,6.349702,western,876,#5bc4c7
115250,Salma,23.343956,23.740337,western,876,#5bc4c7
23123,Al Taj V,4.9758059999999995,1.714016,western,876,#5bc4c7
26221,Becklin's Star,5.587907,-5.389696,western,876,#5bc4c7
100751,Peacock,20.427459,-56.73509,western,876,#5bc4c7
113963,Markab,23.079348,15.205264000000001,western,876,#5bc4c7
113963,Yed Alpheras,23.079348,15.205264000000001,western,876,#5bc4c7
113963,Marchab,23.079348,15.205264000000001,western,876,#5bc4c7
113881,Scheat,23.062901,28.082789000000002,western,876,#5bc4c7
113881,Seat Alpheras,23.062901,28.082789000000002,western,876,#5bc4c7
1067,Algenib,0.220598,15.183596,western,876,#5bc4c7
107315,Enif,21.736432999999998,9.875011,western,876,#5bc4c7
107315,Os Pegasi,21.736432999999998,9.875011,western,876,#5bc4c7
107315,Fom,21.736432999999998,9.875011,western,876,#5bc4c7
107315,Fumalfaras,21.736432999999998,9.875011,western,876,#5bc4c7
112029,Homam,22.691032999999997,10.831364,western,876,#5bc4c7
112158,Matar,22.716704,30.221245,western,876,#5bc4c7
109427,Biham,22.169995999999998,6.197865,western,876,#5bc4c7
112748,Sadalbari,22.833385,24.601579,western,876,#5bc4c7
112748,Sa'd al Bari',22.833385,24.601579,western,876,#5bc4c7
115250,Salm,23.343956,23.740337,western,876,#5bc4c7
115250,Al Karab,23.343956,23.740337,western,876,#5bc4c7
26176,Heka,5.580344,9.489578999999999,western,876,#5bc4c7
22797,Al Taj III,4.904193,2.440672,western,876,#5bc4c7
25336,Amazon Star,5.418851,6.349702,western,876,#5bc4c7
22549,Al Taj II,4.853434,5.605104,western,876,#5bc4c7
25930,Mintaka,5.5334449999999995,-0.299092,western,876,#5bc4c7
26311,Alnilam,5.603559,-1.20192,western,876,#5bc4c7
26727,Alnitak,5.679313,-1.9425720000000002,western,876,#5bc4c7
27366,Saiph,5.795941,-9.669605,western,876,#5bc4c7
26207,Meissa,5.5856330000000005,9.934158,western,876,#5bc4c7
26207,Heka,5.5856330000000005,9.934158,western,876,#5bc4c7
26241,Hatysa,5.5905510000000005,-5.9099010000000005,western,876,#5bc4c7
25923,Thabit,5.532183,-7.301537,western,876,#5bc4c7
22449,Tabit,4.830669,6.961276,western,876,#5bc4c7
26237,Mizan Batil I,5.589768,-4.838358,western,876,#5bc4c7
26563,Mizan Batil III,5.648079,-7.2128289999999975,western,876,#5bc4c7
22833,Manica,4.913027,11.426006,western,876,#5bc4c7
25281,Saif al Jabbar,5.4079489999999995,-2.3971459999999998,western,876,#5bc4c7
26220,Trapezium,5.587728,-5.387315,western,876,#5bc4c7
26235,Mizan Batil II,5.589695,-5.41606,western,876,#5bc4c7
22667,Al Kumm I,4.875545,14.250642000000001,western,876,#5bc4c7
22957,Al Kumm II,4.939521,13.514466,western,876,#5bc4c7
22845,Al Taj IV,4.914924,10.150833,western,876,#5bc4c7
22509,Al Taj I,4.843534,8.900176,western,876,#5bc4c7
92845,Ain al Rami II,18.918649,-22.671328,western,876,#5bc4c7
94141,Albaldah,19.162731,-21.023615,western,876,#5bc4c7
92041,Namalsadirah I,18.760939999999998,-26.990778000000002,western,876,#5bc4c7
44471,Alkaphrah,9.060427,47.156525,western,876,#5bc4c7
57399,Taiyangshou,11.767515,47.779406,western,876,#5bc4c7
57399,Al Kaphrah,11.767515,47.779406,western,876,#5bc4c7
57399,Alkafzah,11.767515,47.779406,western,876,#5bc4c7
14590,Althiba I,3.140241,6.723459,western,876,#5bc4c7
46977,Althiba VII,9.574703,69.830343,western,876,#5bc4c7
45493,Alhaud III,9.269808,54.021857,western,876,#5bc4c7
44901,Alhaud I,9.147863000000001,51.604648,western,876,#5bc4c7
46733,Alhaud IV,9.525453,63.061861,western,876,#5bc4c7
46853,Alhaud V,9.547715,51.6773,western,876,#5bc4c7
44471,Kafzatania,9.060427,47.156525,western,876,#5bc4c7
53910,Merak,11.030677,56.382427,western,876,#5bc4c7
44471,Al Kaprah,9.060427,47.156525,western,876,#5bc4c7
42438,Althiba II,8.653257,65.020907,western,876,#5bc4c7
42527,Althiba III,8.67024,64.327936,western,876,#5bc4c7
44390,Althiba IV,9.04242,67.62961899999999,western,876,#5bc4c7
44857,Althiba V,9.139867,66.873235,western,876,#5bc4c7
45038,Althiba VI,9.173204,67.13401800000001,western,876,#5bc4c7
45075,Alhaud II,9.181941,63.513633,western,876,#5bc4c7
48319,Alhaud VI,9.849867,59.038734999999996,western,876,#5bc4c7
48402,Alhaud VII,9.868433,54.06433199999999,western,876,#5bc4c7
53721,Chalawan,10.99112,40.430257,western,876,#5bc4c7
46471,Intercrus,9.477775,45.601483,western,876,#5bc4c7
57939,Argelander's Star,11.882819999999999,37.718678999999995,western,876,#5bc4c7
57939,Runaway Star,11.882819999999999,37.718678999999995,western,876,#5bc4c7
58001,Phecda,11.897167999999999,53.694759999999995,western,876,#5bc4c7
58001,Phad,11.897167999999999,53.694759999999995,western,876,#5bc4c7
59774,Megrez,12.257086,57.032617,western,876,#5bc4c7
59774,Kaffa,12.257086,57.032617,western,876,#5bc4c7
62956,Alioth,12.900472,55.959821,western,876,#5bc4c7
65378,Mizar,13.398747,54.925362,western,876,#5bc4c7
67301,Alkaid,13.792354000000001,49.313265,western,876,#5bc4c7
67301,Benetnasch,13.792354000000001,49.313265,western,876,#5bc4c7
44127,Talitha,8.986828,48.041826,western,876,#5bc4c7
95477,Namalsadirah III,19.421247,-24.508575,western,876,#5bc4c7
44127,Dnoces,8.986828,48.041826,western,876,#5bc4c7
50372,Tania Borealis,10.284952,42.914365000000004,western,876,#5bc4c7
50801,Tania Australis,10.372155000000001,41.499516,western,876,#5bc4c7
55219,Alula Borealis,11.307983,33.094306,western,876,#5bc4c7
55203,Alula Australis,11.303118,31.528783,western,876,#5bc4c7
41704,Muscida,8.504431,60.718168999999996,western,876,#5bc4c7
65477,Alcor,13.420413,54.987958,western,876,#5bc4c7
57939,Groombridge 1830,11.882819999999999,37.718678999999995,western,876,#5bc4c7
57939,Flying Star,11.882819999999999,37.718678999999995,western,876,#5bc4c7
54035,Lalande 21185,11.055632000000001,35.96987700000001,western,876,#5bc4c7
11767,Polaris,2.52975,89.26410899999998,western,876,#5bc4c7
11767,Alrucaba,2.52975,89.26410899999998,western,876,#5bc4c7
65474,Azimech,13.419882999999999,-11.161322,western,876,#5bc4c7
57757,Minelauva,11.844922,1.764718,western,876,#5bc4c7
61941,Porrima,12.694345,-1.449375,western,876,#5bc4c7
61941,Antevorta,12.694345,-1.449375,western,876,#5bc4c7
63608,Vindemiatrix,13.036278,10.95915,western,876,#5bc4c7
63608,Almuredin,13.036278,10.95915,western,876,#5bc4c7
60129,Zaniah,12.331766,-0.6668029999999999,western,876,#5bc4c7
69701,Syrma,14.266907999999999,-6.000547,western,876,#5bc4c7
61941,Arich,12.694345,-1.449375,western,876,#5bc4c7
66249,Heze,13.578220000000002,-0.59582,western,876,#5bc4c7
63090,Minelauva,12.926725,3.3974699999999998,western,876,#5bc4c7
63090,Auva,12.926725,3.3974699999999998,western,876,#5bc4c7
69974,Khambaliya,14.318498000000002,-13.371095,western,876,#5bc4c7
69974,Kambalia,14.318498000000002,-13.371095,western,876,#5bc4c7
71957,Rijl al Awwa,14.717673000000001,-5.658207,western,876,#5bc4c7
71957,Rigilawwa,14.717673000000001,-5.658207,western,876,#5bc4c7
69427,Kang,14.214929000000001,-10.273702,western,876,#5bc4c7
69427,Algafar I,14.214929000000001,-10.273702,western,876,#5bc4c7
70755,Elgafar,14.470038,-2.227957,western,876,#5bc4c7
70755,Algafar II,14.470038,-2.227957,western,876,#5bc4c7
57757,Zavijava,11.844922,1.764718,western,876,#5bc4c7
65474,Spica,13.419882999999999,-11.161322,western,876,#5bc4c7
11767,Cinosura,2.52975,89.26410899999998,western,876,#5bc4c7
42913,Alsephina,8.745059,-54.70882099999999,western,876,#5bc4c7
11767,Tramontana,2.52975,89.26410899999998,western,876,#5bc4c7
11767,Yilduz,2.52975,89.26410899999998,western,876,#5bc4c7
11767,Mismar,2.52975,89.26410899999998,western,876,#5bc4c7
72607,Kochab,14.845104999999998,74.155505,western,876,#5bc4c7
75097,Pherkad,15.345482999999998,71.834016,western,876,#5bc4c7
75097,Pherkad Major,15.345482999999998,71.834016,western,876,#5bc4c7
74793,Pherkad Minor,15.284968,71.823901,western,876,#5bc4c7
85822,Yildun,17.536918,86.58646,western,876,#5bc4c7
85822,Vildiur,17.536918,86.58646,western,876,#5bc4c7
82080,Circitores,16.766159,82.037262,western,876,#5bc4c7
77055,Akfa Farkadain,15.734298999999998,77.794493,western,876,#5bc4c7
79822,Anwa Farkadain,16.291791,75.75533,western,876,#5bc4c7
39953,Regor,8.158876,-47.336588,western,876,#5bc4c7
39953,Suhail al Muhlif,8.158876,-47.336588,western,876,#5bc4c7
39953,Suhail,8.158876,-47.336588,western,876,#5bc4c7
45941,Markeb,9.368561999999999,-55.010668,western,876,#5bc4c7
45941,Markab,9.368561999999999,-55.010668,western,876,#5bc4c7
44816,Suhail,9.133268,-43.432589,western,876,#5bc4c7
44816,Al Suhail al Wazn,9.133268,-43.432589,western,876,#5bc4c7
53910,Mirak,11.030677,56.382427,western,876,#5bc4c7
44127,Talita,8.986828,48.041826,western,876,#5bc4c7
54061,Dubh,11.062155,61.75103299999999,western,876,#5bc4c7
79374,Jabbah,16.199926,-19.460708,western,876,#5bc4c7
78727,Grassias,,,western,876,#5bc4c7
87073,Girtab,17.793078,-40.126996999999996,western,876,#5bc4c7
87294,Vanant,17.83642,-40.090435,western,876,#5bc4c7
86670,Mula,17.708132,-39.029983,western,876,#5bc4c7
86670,Girtab,17.708132,-39.029983,western,876,#5bc4c7
82514,Xamidimura,16.864508999999998,-38.04738,western,876,#5bc4c7
82514,Tali al Shaulah I,16.864508999999998,-38.04738,western,876,#5bc4c7
82545,Pipirima,16.872263,-38.017536,western,876,#5bc4c7
54061,Ak,11.062155,61.75103299999999,western,876,#5bc4c7
78265,Fang,15.980865,-26.114105,western,876,#5bc4c7
78265,Nur,15.980865,-26.114105,western,876,#5bc4c7
78104,Iklil,15.948077,-29.214073,western,876,#5bc4c7
78104,Iolil,15.948077,-29.214073,western,876,#5bc4c7
78933,Jabhat Acrabi I,16.113452,-20.669192000000002,western,876,#5bc4c7
78990,Jabhat Acrabi II,16.123424,-20.868764000000002,western,876,#5bc4c7
87261,Fuyue,17.830965,-37.043304,western,876,#5bc4c7
82396,Larawag,16.83608,-34.293232,western,876,#5bc4c7
77070,Unukalhai,15.737798000000002,6.4256269999999995,western,876,#5bc4c7
77070,Cor Serpentis,15.737798000000002,6.4256269999999995,western,876,#5bc4c7
78727,Grafias,,,western,876,#5bc4c7
85696,Lesuth,17.512732,-37.295811,western,876,#5bc4c7
92946,Alya,18.936995,4.203595,western,876,#5bc4c7
85696,Lesath,17.512732,-37.295811,western,876,#5bc4c7
95503,Namalsadirah IV,19.424906,-23.962457,western,876,#5bc4c7
94643,Al Kiladah,19.259007,-25.256682,western,876,#5bc4c7
80763,Antares,16.490128,-26.432002,western,876,#5bc4c7
80763,Cor Scorpii,16.490128,-26.432002,western,876,#5bc4c7
80763,Vespertilio,16.490128,-26.432002,western,876,#5bc4c7
80763,Kalb al Akrab,16.490128,-26.432002,western,876,#5bc4c7
78820,Acrab,16.09062,-19.805453,western,876,#5bc4c7
78820,Graffias,16.09062,-19.805453,western,876,#5bc4c7
78820,Akrab,16.09062,-19.805453,western,876,#5bc4c7
78401,Dschubba,16.005557,-22.62171,western,876,#5bc4c7
78401,Iclarkrau,16.005557,-22.62171,western,876,#5bc4c7
86228,Sargas,17.621979999999994,-42.997824,western,876,#5bc4c7
86228,Girtab,17.621979999999994,-42.997824,western,876,#5bc4c7
85927,Shaula,17.560145000000002,-37.103821,western,876,#5bc4c7
80112,Alniyat,16.353143,-25.592796,western,876,#5bc4c7
80112,Alniyat I,16.353143,-25.592796,western,876,#5bc4c7
80112,Al Niyat,16.353143,-25.592796,western,876,#5bc4c7
81266,Alniyat II,16.598043,-28.216015999999996,western,876,#5bc4c7
